27, 125 pa2-debug-f-our-output2.txt
  594.29,   469.97,   731.09
  599.39,   598.47,   482.81
  596.63,   596.82,   607.76
  594.38,   594.94,   732.52
  599.53,   723.48,   484.44
  597.19,   721.70,   609.52
  594.90,   720.14,   734.15
  350.02,   475.83,   600.78
  346.41,   479.27,   725.98
  343.15,   482.53,   850.90
  348.07,   600.51,   597.34
  344.99,   604.20,   722.23
  341.31,   607.41,   847.24
  346.47,   725.74,   594.09
  343.10,   729.22,   718.60
  339.99,   732.85,   843.46
  474.84,   477.49,   604.28
  471.37,   481.04,   729.11
  468.08,   484.86,   853.97
  473.09,   602.59,   600.90
  469.69,   605.88,   725.47
  466.48,   609.45,   850.68
  471.51,   727.56,   597.05
  468.16,   730.87,   721.97
  464.82,   734.68,   847.07
  599.71,   479.23,   607.48
  596.19,   482.96,   732.50
  593.08,   486.05,   857.42
  598.06,   604.14,   604.07
  595.01,   607.88,   729.03
  591.54,   610.95,   853.69
  596.55,   729.20,   600.44
  593.00,   732.52,   725.10
  589.60,   736.00,   850.39
  351.62,   598.39,   101.81
  351.79,   600.34,   227.05
  351.64,   602.80,   351.79
  350.79,   723.53,    99.92
  350.88,   725.49,   224.97
  351.36,   727.45,   349.86
  350.26,   848.42,    97.49
  350.50,   850.46,   222.57
  350.65,   852.82,   347.71
  476.44,   598.87,   101.88
  476.85,   601.31,   226.73
  476.50,   603.33,   351.98
  476.09,   724.05,    99.62
  476.05,   725.97,   224.63
  475.84,   728.37,   349.99
  475.20,   848.89,    97.82
  475.22,   851.26,   222.70
  475.07,   853.28,   347.76
  601.33,   599.46,   101.50
  601.58,   601.81,   226.90
  601.88,   604.19,   351.58
  600.80,   724.60,    99.63
  600.98,   726.62,   224.58
  601.11,   728.85,   349.44
  600.44,   849.86,    97.40
  600.63,   851.73,   222.41
  600.49,   853.76,   347.47
  350.66,   599.32,   225.72
  351.14,   596.27,   350.71
  351.78,   593.26,   475.62
  349.03,   723.93,   228.77
  349.43,   721.12,   353.54
  350.26,   718.23,   478.63
  347.23,   849.05,   231.78
  347.76,   846.09,   356.66
  348.28,   843.21,   481.66
  475.78,   600.80,   225.19
  476.05,   598.09,   350.42
  476.61,   595.05,   475.26
  473.83,   725.81,   228.24
  474.52,   722.80,   353.48
  474.83,   719.67,   478.03
  471.86,   850.68,   231.35
  472.64,   847.78,   356.33
  473.38,   844.93,   481.26
  600.54,   602.71,   224.89
  600.99,   599.53,   349.68
  601.78,   596.73,   474.73
  599.01,   727.73,   227.69
  599.46,   724.81,   352.73
  600.08,   721.34,   477.57
  597.33,   852.65,   230.58
  597.95,   849.78,   355.62
  598.25,   846.55,   480.80
  351.24,   598.33,   351.83
  348.87,   597.39,   476.79
  346.26,   596.92,   601.78
  349.98,   723.39,   352.40
  347.64,   722.34,   477.39
  345.20,   721.81,   602.32
  348.71,   848.21,   353.20
  346.13,   847.63,   478.02
  343.89,   846.98,   603.33
  476.07,   599.61,   354.32
  473.50,   598.81,   479.10
  471.46,   598.16,   604.14
  474.76,   724.47,   355.15
  472.46,   723.83,   479.74
  470.16,   723.32,   605.03
  473.13,   849.18,   355.69
  471.02,   848.53,   480.54
  468.92,   848.02,   605.60
  600.89,   600.71,   356.32
  598.74,   600.08,   481.29
  596.45,   599.25,   606.53
  599.98,   725.58,   357.07
  597.53,   725.01,   482.09
  595.05,   724.19,   607.17
  598.47,   850.67,   357.76
  596.19,   849.98,   482.91
  593.60,   849.25,   608.02
  350.81,   600.78,   473.82
  349.92,   601.79,   598.69
  348.56,   603.13,   723.74
  349.85,   725.66,   472.71
  348.56,   727.13,   597.59
  347.81,   728.05,   722.52
  348.66,   850.83,   471.56
  347.55,   851.97,   596.50
  346.36,   853.15,   721.52
  475.93,   601.96,   475.09
  474.64,   603.08,   600.00
  473.40,   603.86,   724.82
  474.86,   726.85,   473.84
  473.86,   728.27,   598.64
  472.71,   728.98,   723.82
  473.67,   851.94,   472.64
  472.72,   852.93,   597.65
  471.58,   854.12,   722.58
  600.99,   603.02,   476.23
  599.92,   604.20,   601.28
  598.57,   605.51,   726.04
  599.69,   727.96,   474.82
  598.77,   729.09,   599.80
  597.62,   730.25,   724.66
  598.84,   852.91,   473.79
  597.36,   854.21,   598.69
  596.45,   855.34,   723.79
  351.15,   599.01,   598.27
  352.33,   596.92,   723.07
  353.28,   594.61,   847.99
  347.89,   723.74,   600.35
  349.24,   721.89,   725.16
  350.31,   719.68,   850.22
  344.50,   848.57,   602.30
  345.75,   846.93,   727.26
  347.03,   844.97,   852.15
  475.96,   602.13,   596.88
  477.14,   599.89,   722.10
  478.67,   598.34,   846.80
  472.66,   727.27,   599.18
  473.88,   725.13,   723.99
  475.02,   723.35,   849.17
  469.57,   852.02,   601.15
  470.71,   849.98,   726.08
  471.70,   848.02,   851.04
  601.12,   605.45,   595.96
  602.39,   603.36,   720.88
  603.31,   601.35,   845.89
  597.70,   730.30,   597.86
  598.92,   728.45,   722.87
  600.25,   726.44,   847.66
  594.22,   855.23,   599.87
  595.73,   853.41,   724.74
  596.86,   851.30,   849.86
  473.77,    99.26,    99.48
  475.64,    99.64,   224.89
  477.15,   100.05,   349.67
  471.22,   224.42,    99.26
  472.53,   224.57,   224.30
  474.25,   224.94,   349.23
  468.00,   349.32,    98.77
  469.68,   349.66,   224.00
  471.59,   350.12,   348.96
  599.06,   102.08,    97.91
  600.48,   102.48,   222.85
  601.99,   103.05,   348.13
  595.91,   227.08,    97.57
  597.64,   227.35,   222.66
  599.38,   227.83,   347.73
  593.24,   352.03,    97.42
  594.92,   352.56,   222.24
  596.55,   352.95,   347.47
  723.81,   105.09,    96.40
  725.67,   105.28,   221.24
  727.08,   105.68,   346.44
  720.97,   230.02,    96.09
  722.47,   230.27,   220.86
  724.10,   230.57,   345.89
  718.00,   355.13,    95.54
  719.59,   355.45,   220.76
  721.21,   355.97,   345.79
  476.48,    99.42,   223.50
  477.49,    96.01,   348.14
  478.33,    93.16,   473.38
  475.69,   224.21,   226.23
  476.51,   221.14,   351.44
  477.70,   217.95,   476.28
  474.95,   349.30,   229.55
  476.07,   345.99,   354.45
  477.06,   343.07,   479.42
  601.53,   100.18,   222.14
  602.45,    96.72,   347.23
  603.31,    93.98,   472.25
  600.54,   225.05,   225.25
  601.85,   221.74,   350.40
  602.77,   218.73,   475.15
  599.83,   350.13,   228.77
  600.86,   346.91,   353.62
  602.25,   343.67,   478.66
  726.23,   100.99,   221.19
  727.40,    97.75,   346.12
  728.48,    94.38,   471.10
  725.74,   225.62,   224.30
  726.92,   222.45,   349.45
  727.71,   219.35,   474.11
  725.02,   350.94,   227.49
  726.06,   347.61,   352.62
  727.25,   344.28,   477.46
  476.45,   100.55,   350.08
  474.26,   100.56,   475.31
  471.52,   100.79,   599.96
  476.35,   225.86,   350.05
  473.94,   225.76,   474.91
  471.61,   225.83,   599.90
  476.07,   350.68,   350.00
  473.75,   350.65,   475.02
  471.52,   350.56,   600.05
  601.55,   100.77,   352.39
  599.14,   100.94,   477.75
  596.55,   100.64,   602.66
  601.56,   225.86,   352.47
  599.12,   225.66,   477.39
  596.42,   225.80,   602.33
  601.08,   350.70,   352.40
  598.71,   350.88,   477.28
  596.43,   350.86,   602.50
  726.43,   101.04,   355.14
  724.09,   100.95,   480.00
  721.52,   101.13,   604.96
  726.47,   226.02,   355.12
  724.12,   226.00,   479.76
  721.41,   226.01,   605.14
  726.34,   351.16,   355.06
  723.70,   351.07,   480.02
  721.27,   350.99,   604.88
  476.26,   100.48,   475.51
  478.61,   101.49,   600.55
  480.83,   102.57,   725.47
  477.92,   225.33,   474.78
  480.22,   226.58,   599.62
  482.69,   227.30,   724.46
  479.92,   350.28,   473.68
  482.38,   351.35,   598.34
  484.28,   352.47,   723.52
  601.38,    98.79,   473.46
  603.23,    99.57,   598.27
  605.68,   100.58,   723.19
  603.21,   223.70,   472.46
  605.49,   224.51,   597.20
  607.72,   225.56,   722.44
  604.89,   348.58,   471.27
  607.26,   349.46,   596.34
  609.51,   350.54,   721.21
  726.26,    96.82,   470.80
  728.42,    97.78,   596.01
  730.90,    98.51,   721.06
  728.21,   221.78,   469.96
  730.22,   222.59,   594.97
  732.59,   223.57,   719.90
  729.76,   346.68,   469.03
  732.31,   347.68,   593.92
  734.51,   348.59,   718.78
  476.08,   101.41,   601.96
  475.85,   100.06,   726.79
  475.61,    98.79,   851.68
  477.23,   226.58,   603.27
  477.17,   225.19,   728.08
  476.90,   223.62,   853.23
  478.27,   351.50,   604.63
  478.24,   350.03,   729.79
  478.44,   348.46,   854.54
  600.89,   100.17,   601.96
  600.83,    98.98,   726.91
  600.78,    97.39,   851.70
  602.22,   225.28,   603.14
  601.88,   224.09,   728.29
  601.75,   222.30,   853.34
  603.37,   350.45,   604.90
  603.21,   349.03,   729.87
  603.26,   347.59,   854.67
  726.01,    99.30,   601.90
  725.95,    97.80,   726.88
  725.76,    96.31,   851.99
  727.12,   224.36,   603.58
  726.92,   222.57,   728.55
  726.97,   221.15,   853.31
  728.51,   349.17,   604.90
  728.25,   347.48,   729.79
  728.17,   346.41,   854.82
  475.67,   226.13,   101.28
  477.21,   229.38,   226.51
  478.74,   232.93,   351.22
  476.34,   351.22,    98.16
  477.66,   354.55,   223.16
  479.17,   357.78,   347.87
  477.00,   476.32,    94.91
  478.34,   479.51,   219.60
  479.80,   482.51,   344.64
  600.68,   225.57,    99.97
  602.13,   228.93,   224.89
  603.79,   232.05,   349.67
  601.17,   350.29,    96.51
  603.06,   353.83,   221.73
  604.19,   356.99,   346.38
  602.22,   475.46,    93.39
  603.60,   478.63,   218.25
  604.88,   482.14,   342.97
  725.87,   224.77,    98.51
  727.39,   228.11,   223.42
  728.69,   231.47,   348.51
  726.34,   349.90,    95.24
  727.70,   353.01,   220.28
  729.33,   356.62,   344.93
  726.99,   474.97,    91.95
  728.36,   478.16,   216.68
  729.90,   481.30,   341.50
  473.23,   224.87,   223.38
  474.67,   222.60,   348.26
  476.09,   219.63,   473.13
  469.69,   350.18,   225.97
  471.16,   347.14,   350.98
  472.48,   344.71,   475.84
  466.12,   475.01,   228.65
  467.58,   472.19,   353.42
  469.03,   469.52,   478.66
  598.21,   228.63,   222.03
  599.47,   225.98,   346.86
  601.26,   223.17,   471.64
  594.78,   353.55,   224.66
  595.90,   350.90,   349.50
  597.41,   348.20,   474.69
  591.37,   478.41,   227.09
  592.51,   475.74,   352.29
  594.22,   473.18,   477.31
  723.13,   232.13,   220.68
  724.54,   229.41,   345.57
  725.88,   226.83,   470.26
  719.63,   357.23,   223.08
  720.95,   354.45,   348.31
  722.39,   351.92,   473.03
  715.92,   482.01,   225.78
  717.33,   479.33,   351.00
  718.86,   476.64,   475.98
  475.71,   226.61,   349.08
  474.96,   224.05,   473.85
  473.76,   221.11,   599.03
  477.90,   351.45,   351.47
  476.73,   348.91,   476.44
  475.61,   346.15,   601.39
  479.72,   476.38,   354.39
  478.54,   473.83,   479.06
  477.73,   470.90,   603.97
  601.03,   224.53,   349.95
  599.78,   221.95,   474.83
  598.72,   219.35,   600.00
  602.69,   349.49,   352.50
  601.87,   346.91,   477.74
  600.64,   344.34,   602.46
  604.60,   474.61,   355.29
  603.68,   471.74,   480.30
  602.79,   469.21,   605.30
  725.81,   222.66,   350.74
  724.66,   219.79,   475.87
  723.74,   217.42,   600.86
  727.65,   347.68,   353.59
  726.57,   344.77,   478.30
  725.52,   342.38,   603.60
  729.61,   472.36,   356.32
  728.58,   469.84,   481.09
  727.58,   467.19,   606.28
  476.08,   225.95,   476.29
  474.29,   226.25,   601.17
  472.52,   226.54,   726.21
  472.82,   350.61,   476.02
  471.45,   350.98,   600.73
  469.50,   351.51,   726.02
  470.05,   475.81,   475.49
  468.46,   476.04,   600.27
  466.82,   476.24,   725.18
  600.76,   228.67,   478.03
  599.19,   229.10,   602.78
  597.78,   229.41,   728.06
  597.82,   353.76,   477.53
  596.34,   353.91,   602.29
  594.45,   354.30,   727.59
  595.09,   478.81,   477.03
  593.35,   479.13,   602.03
  591.69,   479.42,   727.02
  725.88,   231.93,   479.56
  724.34,   232.22,   604.71
  722.59,   232.57,   729.50
  722.87,   356.80,   479.08
  721.09,   357.09,   604.19
  719.64,   357.48,   728.89
  720.06,   481.87,   478.65
  718.05,   482.27,   603.64
  716.51,   482.29,   728.83
  475.91,   223.76,   599.31
  473.67,   223.77,   724.47
  471.40,   223.91,   849.36
  479.04,   348.64,   599.42
  476.74,   348.45,   724.20
  474.80,   348.64,   849.29
  482.52,   473.43,   599.16
  479.94,   473.66,   723.93
  477.98,   473.77,   849.23
  600.79,   220.35,   601.67
  598.51,   220.29,   726.76
  596.11,   220.65,   851.62
  604.02,   345.18,   601.57
  601.70,   345.46,   726.47
  599.29,   345.43,   851.32
  607.46,   470.25,   601.47
  605.14,   470.47,   726.40
  602.53,   470.45,   851.40
  725.62,   216.91,   603.84
  723.32,   216.97,   729.01
  720.95,   217.13,   853.96
  728.95,   342.05,   603.84
  726.65,   341.96,   728.66
  724.33,   342.38,   853.51
  732.10,   467.05,   603.70
  729.92,   467.08,   728.60
  727.78,   466.98,   853.66
  475.93,   348.61,    98.69
  477.39,   345.09,   223.46
  478.78,   341.08,   348.76
  473.49,   473.52,   102.54
  475.12,   469.90,   227.28
  476.40,   465.94,   352.30
  471.51,   598.37,   106.12
  472.76,   594.91,   231.28
  474.45,   591.22,   356.13
  600.55,   350.99,    97.39
  602.24,   347.27,   222.06
  603.66,   343.67,   347.08
  598.71,   475.77,   101.05
  600.34,   472.20,   225.65
  601.62,   468.40,   350.65
  596.52,   600.45,   104.61
  598.02,   596.94,   229.58
  599.35,   593.53,   354.34
  725.88,   353.00,    95.83
  727.12,   349.54,   220.81
  728.76,   345.80,   345.82
  723.70,   477.97,    99.51
  725.12,   474.10,   224.36
  726.70,   470.71,   349.39
  721.52,   602.92,   103.12
  722.75,   599.33,   228.40
  724.24,   595.72,   353.06
  473.51,   350.19,   226.48
  470.89,   348.89,   351.44
  468.30,   348.17,   476.27
  472.92,   475.19,   227.43
  470.33,   474.04,   352.67
  467.83,   473.22,   477.55
  472.17,   600.05,   228.53
  469.57,   599.03,   353.76
  467.16,   597.92,   478.55
  598.65,   350.74,   229.00
  595.97,   349.80,   354.16
  593.28,   348.66,   478.97
  597.86,   475.85,   230.13
  595.49,   474.67,   354.87
  592.68,   473.90,   480.10
  597.07,   600.79,   231.17
  594.54,   599.85,   356.20
  592.25,   598.86,   480.83
  723.61,   351.71,   231.53
  721.02,   350.47,   356.50
  718.35,   349.55,   481.42
  722.66,   476.45,   232.41
  720.39,   475.38,   357.57
  717.82,   474.46,   482.48
  722.07,   601.51,   233.51
  719.43,   600.35,   358.41
  716.99,   599.37,   483.51
  473.79,   348.76,   351.50
  470.25,   347.43,   476.40
  466.98,   346.26,   601.65
  474.38,   473.66,   352.98
  470.96,   472.50,   477.99
  467.42,   470.97,   602.82
  475.09,   598.83,   354.35
  471.56,   597.48,   479.51
  468.31,   596.22,   604.22
  598.39,   348.23,   355.11
  595.31,   346.89,   480.12
  591.55,   345.49,   605.08
  599.42,   473.06,   356.54
  596.00,   471.98,   481.39
  592.42,   470.47,   606.16
  600.18,   598.10,   357.74
  596.61,   596.58,   482.63
  592.99,   595.48,   607.71
  723.47,   347.39,   358.63
  720.19,   345.98,   483.30
  716.79,   344.66,   608.21
  724.13,   472.17,   359.58
  720.92,   470.76,   484.75
  717.45,   469.41,   609.89
  725.13,   597.12,   361.20
  721.45,   596.23,   486.44
  718.33,   594.36,   610.87
  475.79,   350.59,   474.30
  473.06,   347.35,   599.35
  470.41,   343.71,   724.20
  473.00,   475.69,   477.75
  470.42,   472.26,   602.73
  467.67,   468.57,   727.42
  469.86,   600.67,   481.06
  467.47,   597.06,   605.84
  464.78,   593.56,   730.89
  600.52,   353.64,   477.23
  598.04,   349.84,   601.79
  595.49,   346.65,   726.93
  597.71,   478.27,   480.35
  595.31,   474.84,   605.14
  592.65,   471.83,   730.21
  594.79,   603.39,   483.62
  592.48,   599.75,   608.48
  589.89,   596.58,   733.56
  725.39,   356.05,   479.83
  722.79,   352.75,   604.48
  720.40,   349.23,   729.46
  722.70,   480.97,   482.88
  720.01,   477.78,   608.13
  717.50,   474.34,   732.84
  720.00,   606.21,   486.34
  717.26,   602.81,   611.37
  714.75,   599.37,   736.17
  476.22,   350.93,   598.91
  475.14,   348.61,   723.76
  474.23,   346.35,   848.81
  479.13,   475.87,   601.10
  477.87,   473.63,   726.06
  476.85,   471.73,   851.18
  481.94,   600.69,   603.53
  480.57,   598.40,   728.64
  479.98,   596.55,   853.45
  601.09,   348.20,   599.87
  600.08,   345.74,   724.81
  599.02,   343.63,   850.00
  603.74,   473.08,   602.20
  602.81,   470.79,   727.30
  601.85,   468.53,   852.16
  606.85,   597.75,   604.43
  605.72,   595.67,   729.51
  604.81,   593.44,   854.21
  726.19,   345.14,   600.91
  725.17,   343.06,   725.91
  724.01,   340.64,   850.68
  728.99,   470.16,   603.26
  727.92,   467.79,   728.17
  726.99,   465.58,   853.22
  731.87,   594.99,   605.31
  730.60,   592.85,   730.47
  729.64,   590.56,   855.31
  475.72,   476.86,    98.18
  479.07,   477.76,   223.25
  482.93,   478.27,   347.86
  478.19,   601.69,    97.49
  481.66,   602.42,   222.26
  485.04,   603.28,   347.12
  480.51,   726.75,    96.63
  483.81,   727.42,   221.40
  487.62,   728.53,   346.43
  600.59,   474.35,    94.69
  604.24,   475.10,   219.56
  607.93,   475.91,   344.30
  602.92,   599.59,    93.56
  606.47,   600.34,   218.59
  610.37,   601.04,   343.41
  605.30,   724.27,    92.60
  608.87,   724.99,   217.77
  612.50,   725.75,   342.59
  725.45,   472.27,    90.97
  729.30,   472.72,   215.94
  732.82,   473.57,   340.98
  727.63,   597.47,    90.46
  731.52,   597.99,   215.25
  735.01,   598.49,   340.17
  730.29,   721.85,    89.14
  734.12,   722.86,   214.04
  737.45,   723.65,   339.22
  475.10,   473.46,   223.03
  475.36,   473.42,   348.22
  475.58,   473.07,   473.17
  474.35,   598.52,   223.32
  474.53,   598.43,   348.32
  474.59,   597.92,   473.20
  473.48,   723.41,   223.49
  473.92,   723.20,   348.59
  474.18,   722.99,   473.61
  600.35,   474.20,   222.60
  600.28,   474.16,   347.67
  600.51,   473.72,   472.92
  599.32,   599.24,   223.04
  599.43,   598.88,   347.89
  599.90,   598.96,   473.10
  598.89,   723.95,   222.95
  599.05,   724.21,   348.08
  599.19,   723.61,   473.03
  725.13,   475.01,   222.65
  725.16,   474.84,   347.43
  725.51,   474.33,   472.63
  724.29,   600.00,   222.96
  724.57,   599.66,   347.63
  724.79,   599.69,   472.87
  723.69,   724.87,   223.04
  723.88,   724.96,   348.02
  724.21,   724.33,   473.01
  475.98,   475.18,   349.46
  472.96,   475.38,   474.10
  470.46,   475.98,   599.22
  476.23,   600.08,   349.17
  473.65,   600.50,   473.99
  470.80,   600.79,   598.98
  477.01,   725.13,   348.77
  474.16,   725.36,   473.69
  471.54,   725.70,   598.48
  600.90,   474.39,   351.84
  598.02,   474.71,   477.15
  595.15,   475.06,   601.84
  601.29,   599.27,   351.82
  598.93,   599.63,   476.67
  595.89,   600.34,   601.67
  602.38,   724.37,   351.23
  599.43,   724.58,   476.38
  596.53,   725.44,   601.51
  725.65,   473.81,   354.79
  722.98,   473.94,   479.91
  720.11,   474.49,   604.89
  726.56,   598.62,   354.62
  723.59,   599.20,   479.71
  720.83,   599.59,   604.31
  726.94,   723.63,   354.21
  724.42,   724.05,   479.07
  721.52,   724.51,   604.24
  474.07,   474.71,   473.35
  475.95,   473.56,   598.14
  477.84,   472.83,   723.12
  473.14,   599.80,   474.24
  475.23,   598.64,   599.01
  476.85,   597.49,   724.18
  472.13,   724.65,   474.96
  474.23,   723.79,   600.26
  476.24,   722.63,   725.32
  599.03,   475.57,   471.09
  601.07,   474.49,   596.09
  602.99,   474.05,   721.30
  598.04,   600.56,   472.07
  600.28,   599.61,   597.27
  602.30,   598.61,   722.24
  597.12,   725.53,   473.33
  599.01,   724.65,   598.32
  601.23,   723.62,   722.86
  724.12,   476.40,   469.41
  725.90,   475.71,   594.36
  727.91,   474.53,   719.00
  722.92,   601.68,   470.44
  724.95,   600.45,   595.22
  727.05,   599.61,   720.31
  721.97,   726.39,   471.36
  724.03,   725.74,   596.29
  726.16,   724.46,   721.18
  475.52,   473.45,   600.86
  474.34,   473.92,   725.80
  473.16,   474.42,   850.67
  472.31,   598.20,   600.19
  470.83,   598.48,   725.34
  470.09,   599.34,   850.22
  468.77,   723.51,   599.98
  467.44,   723.84,   724.88
  466.09,   724.10,   849.63
  600.71,   476.77,   602.15
  599.20,   477.28,   727.14
  598.19,   477.84,   851.90
  597.01,   601.81,   601.57
  595.94,   602.09,   726.47
  594.69,   602.58,   851.61
  593.68,   726.64,   600.90
  592.47,   727.12,   725.95
  591.23,   727.81,   850.86
  725.75,   480.41,   603.11
  724.49,   480.49,   728.31
  722.88,   481.37,   853.44
  722.19,   605.08,   602.49
  721.11,   605.83,   727.75
  719.62,   606.40,   852.67
  718.47,   730.38,   602.27
  717.57,   730.77,   727.20
  716.03,   731.18,   852.07
  473.22,   601.68,   100.37
  475.16,   601.75,   225.58
  477.27,   601.94,   350.43
  473.44,   726.56,   100.25
  475.32,   727.05,   225.02
  477.42,   727.21,   350.13
  473.32,   851.39,   100.15
  475.34,   852.06,   224.96
  477.21,   852.04,   350.04
  598.04,   601.30,    98.46
  600.33,   601.87,   223.52
  602.46,   602.05,   348.27
  598.33,   726.35,    98.21
  600.38,   726.53,   222.77
  602.48,   726.91,   348.22
  598.59,   851.47,    97.61
  600.94,   851.72,   222.67
  602.73,   851.81,   347.91
  723.23,   601.46,    96.36
  725.15,   601.72,   221.24
  727.33,   601.99,   346.36
  723.36,   726.46,    96.14
  725.50,   726.37,   220.95
  727.20,   726.79,   346.30
  723.41,   851.50,    96.04
  725.41,   851.64,   220.99
  727.54,   851.89,   345.76
  474.12,   600.16,   224.92
  477.26,   597.80,   349.96
  480.33,   595.19,   474.83
  473.29,   725.08,   227.42
  476.26,   722.54,   352.29
  479.87,   720.14,   477.32
  472.46,   849.99,   229.82
  475.82,   847.54,   354.72
  479.19,   845.45,   479.78
  598.76,   600.97,   222.02
  602.34,   598.35,   346.51
  605.46,   595.92,   471.58
  598.20,   725.90,   223.99
  601.47,   723.59,   348.92
  604.90,   720.98,   474.05
  597.86,   850.80,   226.57
  600.88,   848.55,   351.26
  604.16,   846.36,   476.38
  723.70,   601.64,   218.57
  726.99,   599.12,   343.51
  730.21,   596.79,   468.62
  723.12,   726.39,   220.91
  726.57,   724.13,   345.86
  729.77,   721.90,   470.65
  722.38,   851.64,   223.30
  725.53,   849.19,   348.22
  728.92,   846.61,   473.11
  475.52,   599.21,   350.61
  477.94,   600.76,   475.20
  480.39,   602.51,   600.30
  478.56,   724.25,   348.74
  480.78,   725.81,   473.50
  483.24,   727.56,   598.63
  481.00,   849.19,   346.92
  483.36,   850.93,   471.72
  485.55,   852.46,   596.86
  600.79,   596.63,   348.32
  603.14,   598.21,   473.03
  605.46,   600.02,   598.03
  603.50,   721.43,   346.51
  605.75,   722.88,   471.40
  608.06,   724.83,   596.46
  606.22,   846.53,   344.77
  608.34,   848.23,   469.48
  610.68,   849.81,   594.49
  725.82,   593.92,   345.79
  728.08,   595.41,   470.84
  730.11,   597.28,   595.91
  728.23,   718.56,   344.13
  730.57,   720.53,   469.23
  733.08,   722.34,   594.04
  731.07,   843.81,   342.43
  733.41,   845.32,   467.33
  735.80,   847.21,   592.48
  476.79,   600.51,   475.81
  478.38,   601.69,   600.51
  480.06,   602.22,   725.86
  478.79,   725.81,   474.87
  480.67,   726.50,   600.07
  482.09,   727.17,   724.94
  481.33,   850.71,   473.93
  483.09,   851.22,   599.21
  484.69,   852.11,   724.20
  602.06,   598.42,   473.97
  603.42,   599.25,   598.85
  605.00,   600.33,   724.02
  604.23,   723.15,   473.01
  605.69,   724.37,   598.07
  607.40,   724.90,   723.14
  606.47,   848.43,   472.52
  608.00,   849.26,   597.27
  609.36,   849.94,   722.45
  726.79,   596.36,   472.69
  728.52,   596.96,   597.16
  729.93,   597.68,   722.32
  728.77,   721.36,   471.56
  730.60,   721.93,   596.53
  732.14,   722.83,   721.54
  731.12,   846.08,   471.01
  732.89,   847.18,   595.71
  734.44,   847.59,   720.65
  475.50,   599.67,   599.60
  474.75,   596.71,   724.53
  474.22,   594.06,   849.53
  476.82,   724.81,   602.50
  475.94,   721.90,   727.51
  475.06,   718.81,   852.40
  477.89,   849.88,   605.46
  476.95,   846.79,   730.31
  476.07,   843.85,   855.50
  600.65,   598.83,   600.19
  599.73,   595.95,   725.34
  598.98,   592.70,   849.98
  601.64,   723.86,   603.27
  600.92,   720.58,   728.20
  600.12,   717.65,   853.18
  602.77,   848.79,   606.16
  602.07,   845.89,   731.03
  601.18,   842.72,   856.09
  725.67,   597.56,   601.11
  724.80,   594.52,   726.00
  723.92,   591.94,   850.81
  726.81,   722.67,   604.13
  725.86,   719.50,   729.06
  724.90,   716.47,   853.99
  727.58,   847.53,   607.00
  726.83,   844.46,   731.98
  726.02,   841.71,   857.01
  598.92,    99.15,    98.13
  600.30,    97.48,   222.90
  601.81,    95.67,   348.09
  596.62,   224.33,    99.98
  597.93,   222.28,   224.72
  599.58,   220.74,   349.57
  593.96,   349.07,   101.59
  595.80,   347.70,   226.63
  597.11,   345.75,   351.63
  723.86,   101.68,    96.50
  725.31,    99.99,   221.43
  726.98,    98.38,   346.70
  721.55,   226.56,    98.35
  722.99,   224.98,   223.30
  724.69,   223.22,   348.29
  719.11,   351.43,   100.24
  720.73,   349.91,   225.12
  721.99,   348.03,   350.02
  848.87,   104.07,    95.08
  850.45,   102.24,   219.98
  851.81,   100.71,   345.14
  846.44,   229.12,    97.01
  847.98,   227.22,   221.87
  849.38,   225.41,   346.81
  844.23,   354.23,    98.57
  845.75,   352.08,   223.39
  847.29,   350.76,   348.66
  600.88,    99.92,   226.51
  602.63,   102.71,   351.45
  604.41,   105.89,   476.38
  597.51,   224.61,   223.51
  598.91,   227.92,   348.45
  600.85,   230.54,   473.39
  594.05,   349.64,   220.86
  595.61,   352.75,   345.69
  597.19,   355.64,   470.43
  726.09,   103.37,   225.00
  727.39,   106.40,   349.89
  729.40,   109.08,   474.65
  722.44,   228.22,   221.77
  724.14,   231.29,   346.97
  725.68,   234.33,   471.82
  718.94,   353.08,   219.01
  720.46,   356.43,   344.05
  722.01,   359.16,   468.78
  850.87,   106.93,   223.05
  852.39,   109.56,   348.07
  854.11,   113.03,   473.07
  847.23,   231.83,   220.06
  848.91,   234.90,   345.23
  850.43,   237.77,   469.83
  844.03,   356.62,   217.08
  845.62,   360.02,   342.36
  847.01,   362.58,   466.91
  598.08,   100.74,   349.02
  596.48,    97.88,   473.95
  594.71,    94.77,   598.84
  595.90,   225.48,   352.05
  594.09,   222.48,   476.92
  592.18,   219.85,   601.81
  593.71,   350.40,   354.84
  591.73,   347.83,   479.60
  589.88,   344.81,   604.58
  723.10,   102.73,   350.85
  721.52,   100.05,   475.66
  719.47,    97.16,   601.06
  720.74,   227.71,   353.72
  718.92,   224.97,   478.59
  717.36,   222.23,   603.74
  718.44,   352.96,   356.49
  716.73,   349.81,   481.43
  715.01,   347.06,   606.36
  848.06,   105.12,   352.70
  846.51,   102.27,   477.46
  844.45,    99.38,   602.64
  845.70,   230.28,   355.50
  844.14,   227.06,   480.56
  842.34,   224.32,   605.61
  843.74,   355.05,   358.59
  841.88,   352.12,   483.11
  840.11,   349.49,   608.47
  600.07,   101.17,   475.79
  597.70,   102.40,   600.89
  595.75,   103.47,   725.69
  603.24,   225.97,   474.60
  601.43,   227.09,   599.94
  599.10,   228.54,   724.77
