27, 125 pa2-unknown-i-our-output2.txt
  597.95,   478.95,   476.47
  597.74,   477.31,   601.18
  597.53,   475.10,   726.51
  596.51,   604.12,   478.45
  596.03,   602.02,   603.25
  596.14,   600.22,   728.14
  595.16,   728.81,   480.00
  594.79,   726.98,   605.23
  594.60,   725.27,   730.07
  350.50,   473.41,   600.92
  347.20,   477.22,   725.62
  344.15,   480.68,   850.52
  348.41,   598.44,   597.16
  345.15,   602.06,   722.33
  342.02,   605.59,   847.08
  346.37,   723.44,   593.61
  342.91,   726.78,   718.74
  339.78,   730.34,   843.49
  475.45,   475.89,   603.97
  472.06,   479.33,   728.84
  468.90,   482.85,   853.85
  473.33,   600.75,   600.29
  470.23,   604.12,   725.33
  466.75,   607.87,   850.25
  471.17,   725.60,   597.04
  467.79,   729.01,   722.00
  464.87,   732.79,   846.61
  600.41,   477.79,   607.26
  597.35,   481.65,   732.10
  594.06,   484.95,   857.14
  598.07,   603.08,   603.49
  595.29,   606.39,   728.41
  591.69,   609.96,   853.30
  596.10,   727.80,   600.05
  593.03,   731.21,   724.89
  589.55,   734.85,   849.73
  351.61,   597.91,   100.13
  354.73,   596.13,   225.17
  357.83,   594.26,   350.15
  354.85,   723.08,   102.13
  357.75,   721.22,   227.18
  360.90,   719.32,   351.93
  357.72,   848.00,   103.87
  361.12,   845.91,   228.62
  363.88,   844.23,   353.64
  476.51,   595.18,    97.02
  479.50,   593.08,   222.18
  482.72,   591.36,   347.16
  479.49,   719.80,    98.98
  482.65,   718.11,   224.16
  485.62,   716.24,   349.10
  482.60,   844.84,   100.74
  485.72,   843.06,   225.79
  488.98,   841.10,   350.90
  601.49,   592.08,    94.05
  604.59,   590.29,   218.91
  607.56,   588.11,   343.80
  604.82,   717.09,    95.81
  607.92,   715.20,   220.90
  610.92,   713.26,   345.60
  607.88,   841.92,    97.51
  610.74,   840.00,   222.45
  613.75,   838.10,   347.42
  350.93,   600.63,   226.56
  352.74,   601.49,   351.49
  354.55,   602.24,   476.51
  348.81,   725.31,   225.57
  350.75,   726.48,   350.56
  352.58,   727.46,   475.57
  346.92,   850.45,   224.88
  348.56,   851.39,   349.74
  350.53,   852.27,   474.85
  475.79,   602.39,   224.89
  477.60,   603.32,   349.69
  479.51,   604.32,   474.66
  473.68,   727.43,   224.03
  475.53,   728.57,   349.06
  477.36,   729.17,   474.02
  471.83,   852.55,   223.14
  473.59,   853.40,   348.05
  475.25,   854.29,   472.81
  600.90,   604.70,   223.08
  602.76,   605.37,   348.07
  604.26,   606.46,   472.92
  599.08,   729.21,   222.05
  600.62,   730.35,   346.95
  602.26,   731.28,   472.02
  596.92,   854.51,   221.14
  598.62,   855.48,   346.31
  600.11,   856.13,   471.02
  351.88,   601.47,   348.31
  354.49,   603.88,   473.46
  357.19,   606.37,   598.28
  351.72,   726.31,   345.91
  354.17,   728.72,   470.88
  356.98,   731.07,   595.85
  351.53,   851.32,   343.40
  354.02,   853.86,   468.45
  356.74,   856.19,   593.35
  476.72,   601.30,   345.74
  479.55,   604.03,   470.77
  481.97,   606.32,   595.51
  476.45,   726.35,   343.28
  479.11,   729.03,   468.08
  481.75,   731.35,   593.20
  476.49,   851.47,   340.77
  479.04,   854.03,   465.73
  481.71,   856.31,   590.55
  601.89,   601.64,   343.14
  604.48,   604.01,   467.89
  607.10,   606.57,   592.96
  601.70,   726.77,   340.54
  604.29,   729.04,   465.66
  606.81,   731.71,   590.48
  601.71,   851.38,   338.13
  603.85,   854.10,   463.15
  606.61,   856.61,   588.18
  351.73,   599.22,   475.76
  351.85,   596.74,   600.71
  351.99,   594.39,   725.77
  351.80,   724.00,   477.98
  352.23,   721.69,   603.13
  352.11,   719.34,   727.96
  351.85,   849.24,   480.27
  352.43,   846.85,   605.16
  352.40,   844.32,   730.47
  476.88,   598.93,   475.39
  476.74,   596.52,   600.33
  477.31,   594.14,   725.28
  476.72,   723.80,   477.98
  477.09,   721.76,   602.90
  477.40,   719.37,   727.60
  477.20,   848.90,   480.10
  477.54,   846.67,   605.14
  477.46,   844.40,   729.89
  601.82,   598.78,   475.32
  601.96,   596.51,   600.17
  602.09,   594.09,   725.01
  601.95,   723.95,   477.55
  601.95,   721.59,   602.60
  602.27,   719.16,   727.50
  602.12,   848.81,   480.06
  602.27,   846.47,   604.73
  602.30,   843.86,   729.95
  350.45,   600.68,   598.61
  352.16,   597.99,   723.75
  353.79,   595.27,   848.82
  351.55,   725.71,   601.51
  353.56,   722.66,   726.16
  355.29,   720.12,   851.30
  352.75,   850.70,   604.16
  354.76,   847.64,   728.96
  356.52,   845.33,   854.02
  475.22,   599.26,   596.60
  477.02,   596.65,   721.75
  479.09,   593.95,   846.84
  476.54,   724.40,   599.67
  478.23,   721.55,   724.38
  480.21,   718.87,   849.54
  477.80,   849.22,   602.03
  479.92,   846.74,   727.23
  481.74,   843.80,   852.20
  600.14,   598.06,   594.97
  602.20,   595.55,   719.76
  604.09,   592.78,   844.64
  601.58,   722.87,   597.73
  603.36,   720.12,   722.49
  605.24,   717.42,   847.65
  602.86,   847.83,   600.05
  604.69,   845.14,   725.09
  606.64,   842.55,   850.09
  475.42,    98.20,   100.07
  473.03,    95.68,   224.94
  470.85,    93.38,   349.94
  477.77,   222.86,   102.50
  475.03,   220.48,   227.21
  472.58,   218.07,   352.44
  479.75,   348.02,   104.71
  477.29,   345.54,   229.68
  475.00,   342.92,   355.00
  600.38,    95.90,   102.33
  598.04,    93.68,   227.22
  595.55,    91.08,   352.21
  602.37,   220.66,   104.76
  600.12,   218.29,   229.95
  597.69,   216.06,   354.70
  604.63,   346.02,   107.15
  602.30,   343.57,   232.35
  599.58,   340.96,   357.22
  725.26,    93.77,   104.82
  722.93,    91.37,   229.79
  720.58,    88.81,   354.47
  727.47,   218.79,   107.02
  725.15,   216.07,   232.32
  722.66,   213.73,   356.98
  729.45,   343.65,   109.64
  727.12,   341.37,   234.56
  724.91,   338.79,   359.70
  473.99,   100.57,   226.68
  473.46,   101.80,   351.46
  472.74,   102.70,   476.86
  474.45,   225.46,   225.57
  473.77,   226.62,   350.43
  473.52,   227.86,   475.72
  475.10,   350.42,   224.59
  474.40,   351.72,   349.25
  473.88,   352.80,   474.30
  598.98,    99.88,   227.28
  598.23,   101.13,   352.24
  597.84,   102.13,   477.28
  599.49,   224.84,   226.24
  598.85,   226.21,   351.12
  598.32,   227.38,   476.06
  599.97,   350.02,   225.05
  599.37,   351.04,   349.88
  598.90,   352.10,   475.01
  723.97,    99.40,   227.89
  723.24,   100.46,   353.09
  722.84,   101.61,   477.90
  724.70,   224.42,   226.80
  724.02,   225.65,   352.05
  723.32,   226.56,   476.74
  725.15,   349.48,   225.90
  724.30,   350.53,   350.70
  724.01,   351.59,   475.64
  474.48,   100.74,   348.36
  474.64,   102.18,   473.13
  474.70,   103.56,   598.24
  477.73,   225.60,   346.71
  477.98,   227.10,   471.77
  477.94,   228.33,   596.62
  481.28,   350.47,   345.34
  481.30,   352.13,   470.22
  481.50,   353.66,   595.35
  599.26,    97.31,   347.99
  599.60,    98.67,   473.17
  599.80,   100.20,   598.16
  602.87,   222.31,   346.66
  603.11,   223.79,   471.70
  603.11,   225.32,   596.58
  606.07,   347.15,   345.09
  605.99,   348.56,   470.04
  606.17,   350.18,   595.33
  724.53,    93.93,   348.14
  724.65,    95.58,   472.98
  724.87,    96.95,   597.87
  727.60,   218.99,   346.39
  727.83,   220.49,   471.65
  727.81,   221.92,   596.54
  731.04,   343.91,   345.13
  731.31,   345.22,   469.99
  731.36,   346.85,   594.86
  474.21,    99.78,   475.81
  477.72,   101.28,   600.88
  481.11,   102.92,   725.83
  472.99,   224.98,   474.59
  475.98,   226.05,   599.32
  479.38,   227.74,   724.32
  471.34,   349.56,   472.83
  474.75,   351.29,   598.00
  477.87,   352.75,   722.87
  599.34,   101.26,   472.71
  602.59,   102.72,   597.29
  606.00,   104.39,   722.32
  597.63,   226.37,   470.95
  601.27,   227.97,   596.02
  604.57,   229.44,   720.83
  596.35,   351.26,   469.56
  599.39,   352.93,   594.56
  602.78,   354.29,   719.40
  724.06,   102.77,   469.43
  727.72,   104.14,   594.25
  730.94,   105.79,   719.10
  722.72,   227.94,   467.80
  725.86,   229.36,   592.57
  729.55,   231.05,   717.47
  721.30,   352.75,   466.29
  724.58,   354.17,   591.22
  728.03,   355.87,   716.06
  474.29,    98.46,   599.67
  472.18,    97.13,   724.65
  469.62,    96.10,   849.69
  471.48,   223.52,   600.53
  469.16,   222.23,   725.74
  467.03,   221.07,   850.63
  468.70,   348.19,   601.65
  466.62,   347.01,   726.91
  464.31,   345.96,   851.75
  599.08,   101.10,   601.76
  596.81,   100.05,   727.04
  594.77,    98.74,   851.66
  596.49,   225.88,   602.86
  594.11,   224.84,   728.06
  592.06,   223.71,   852.89
  593.75,   350.93,   603.97
  591.73,   349.65,   729.05
  589.37,   348.73,   854.16
  724.02,   103.64,   604.32
  721.70,   102.52,   729.04
  719.74,   101.18,   854.12
  721.22,   228.50,   605.28
  719.08,   227.39,   730.32
  716.77,   226.51,   855.13
  718.73,   353.47,   606.58
  716.53,   352.66,   731.18
  714.43,   351.38,   856.21
  474.56,   223.70,    99.06
  473.68,   223.02,   224.22
  472.36,   222.28,   349.22
  476.10,   348.41,    99.57
  474.98,   347.90,   224.86
  473.77,   347.45,   349.66
  477.17,   473.67,   100.27
  476.12,   472.94,   225.41
  475.18,   472.48,   350.26
  599.70,   222.19,   100.43
  598.53,   221.49,   225.50
  597.30,   220.95,   350.14
  601.15,   347.09,   100.89
  599.74,   346.52,   225.81
  598.56,   345.98,   350.92
  602.21,   471.99,   101.49
  601.06,   471.74,   226.38
  600.10,   471.05,   351.54
  724.55,   220.59,   101.53
  723.56,   220.27,   226.63
  722.30,   219.54,   351.35
  726.12,   346.01,   102.10
  724.99,   345.22,   227.00
  723.79,   344.54,   352.11
  727.48,   470.68,   102.58
  726.35,   470.22,   227.54
  725.09,   469.86,   352.43
  473.31,   223.54,   223.22
  473.36,   219.84,   347.82
  473.60,   216.48,   473.03
  472.03,   348.31,   226.69
  472.14,   345.01,   351.65
  472.09,   341.53,   476.43
  470.74,   473.46,   230.21
  470.68,   469.80,   355.23
  470.97,   466.26,   480.16
  598.46,   224.81,   223.07
  598.39,   220.99,   347.83
  598.55,   217.83,   472.84
  597.17,   349.85,   226.51
  597.14,   346.18,   351.66
  597.34,   342.76,   476.49
  595.64,   474.59,   230.29
  595.95,   471.04,   354.91
  595.89,   467.60,   479.93
  723.23,   226.16,   222.81
  723.52,   222.65,   348.12
  723.28,   219.14,   472.90
  721.97,   350.91,   226.60
  722.11,   347.53,   351.40
  722.08,   344.03,   476.39
  720.72,   475.71,   229.87
  721.01,   472.35,   355.08
  720.63,   468.79,   479.92
  476.49,   226.15,   349.05
  476.98,   227.21,   474.16
  476.68,   227.86,   599.05
  476.98,   351.01,   348.13
  477.43,   352.18,   473.18
  477.56,   352.99,   598.40
  477.62,   476.20,   347.56
  477.87,   476.81,   472.48
  477.80,   477.85,   597.57
  601.75,   225.41,   349.01
  601.69,   226.29,   474.10
  601.81,   227.18,   598.90
  601.99,   350.38,   348.35
  602.37,   351.57,   473.21
  602.52,   352.17,   598.34
  602.82,   475.59,   347.27
  602.99,   476.55,   472.33
  603.17,   477.44,   597.36
  726.62,   225.02,   348.85
  726.99,   225.85,   473.81
  727.08,   226.82,   598.99
  727.03,   349.92,   347.92
  727.27,   350.85,   472.92
  727.27,   351.77,   598.06
  727.55,   475.11,   346.96
  727.86,   476.00,   472.30
  728.09,   476.77,   597.06
  476.64,   224.76,   476.39
  475.04,   224.50,   601.26
  473.67,   224.24,   726.27
  476.58,   349.63,   476.66
  475.49,   349.52,   601.55
  473.79,   349.43,   726.44
  476.93,   474.85,   476.88
  475.56,   474.57,   601.91
  473.92,   474.23,   726.82
  601.52,   224.40,   477.64
  600.24,   224.27,   602.94
  598.65,   223.86,   727.78
  601.63,   349.66,   477.93
  600.43,   349.10,   603.20
  599.07,   349.19,   727.90
  602.14,   474.36,   478.25
  600.58,   474.38,   603.08
  599.13,   473.99,   728.16
  726.73,   224.41,   479.32
  725.24,   224.03,   604.22
  723.83,   223.78,   729.29
  726.58,   349.48,   479.46
  725.10,   349.19,   604.28
  723.74,   348.71,   729.57
  726.76,   474.36,   479.57
  725.45,   473.91,   604.74
  724.22,   473.62,   729.76
  475.90,   224.14,   601.80
  476.79,   227.17,   726.64
  478.07,   229.87,   851.64
  473.04,   349.28,   598.96
  474.19,   352.12,   723.78
  475.01,   355.04,   848.86
  470.07,   474.07,   596.21
  471.05,   476.93,   720.94
  471.90,   479.79,   845.99
  600.81,   227.25,   600.40
  601.88,   230.16,   725.48
  603.07,   232.75,   850.60
  597.96,   352.19,   597.69
  599.10,   355.09,   722.95
  599.82,   357.62,   847.55
  595.03,   477.11,   595.11
  595.85,   479.77,   720.13
  597.17,   482.57,   845.13
  725.77,   229.99,   599.52
  726.98,   232.83,   724.32
  727.87,   235.77,   849.14
  722.62,   355.12,   596.75
  723.66,   357.86,   721.48
  725.14,   360.78,   846.73
  719.85,   480.00,   593.77
  720.95,   483.01,   718.94
  721.74,   485.43,   843.79
  475.88,   348.47,    98.58
  476.40,   346.48,   223.78
  476.58,   344.45,   348.59
  476.51,   473.66,   100.68
  476.61,   471.48,   225.93
  476.90,   469.15,   350.92
  476.86,   598.34,   102.98
  477.03,   596.40,   227.88
  477.61,   594.35,   353.02
  600.88,   348.25,    98.38
  601.42,   346.03,   223.27
  601.79,   343.79,   348.27
  601.29,   473.01,   100.38
  601.69,   471.01,   225.38
  602.17,   468.80,   350.38
  601.93,   598.36,   102.57
  602.47,   595.90,   227.43
  602.68,   593.71,   352.44
  726.11,   347.79,    97.74
  726.36,   345.70,   222.79
  726.86,   343.59,   347.88
  726.24,   472.66,   100.18
  726.65,   470.60,   224.98
  727.19,   468.30,   350.28
  726.95,   597.90,   102.18
  727.03,   595.38,   227.43
  727.64,   593.41,   352.10
  475.27,   351.83,   224.96
  473.89,   348.28,   349.64
  472.07,   344.42,   474.85
  478.66,   476.62,   228.62
  476.86,   473.17,   353.40
  475.39,   469.23,   478.50
  481.90,   601.60,   232.20
  480.58,   598.09,   357.11
  478.76,   594.22,   482.27
  600.03,   348.38,   226.45
  598.82,   344.68,   351.21
  597.14,   340.86,   476.13
  603.78,   473.20,   229.96
  601.94,   469.47,   354.81
  600.34,   466.10,   479.96
  607.22,   598.09,   233.63
  605.63,   594.59,   358.55
  604.00,   590.79,   483.66
  725.15,   344.83,   227.63
  723.42,   341.27,   352.57
  722.18,   337.49,   477.46
  728.66,   469.81,   231.56
  727.07,   465.91,   356.30
  725.36,   462.42,   481.25
  731.78,   594.65,   235.05
  730.46,   590.95,   360.02
  728.93,   587.21,   485.26
  474.22,   352.06,   348.26
  472.06,   352.52,   473.18
  469.64,   352.80,   598.07
  473.69,   477.10,   347.67
  471.47,   477.18,   472.73
  469.21,   477.74,   597.57
  473.35,   601.79,   347.19
  471.00,   602.33,   472.36
  468.86,   602.84,   597.49
  598.88,   352.50,   350.49
  596.98,   352.68,   475.17
  594.59,   353.11,   600.32
  598.70,   477.34,   349.95
  596.53,   477.63,   474.99
  594.49,   478.15,   599.80
  598.54,   602.19,   349.53
  596.12,   602.72,   474.61
  594.03,   603.15,   599.58
  723.88,   352.70,   352.63
  722.04,   353.03,   477.49
  719.84,   353.50,   602.32
  723.90,   477.61,   352.10
  721.33,   478.03,   477.24
  719.36,   478.53,   601.93
  723.28,   602.80,   351.54
  721.15,   603.05,   476.61
  718.80,   603.43,   601.84
  473.72,   350.14,   475.40
  476.12,   348.50,   600.42
  478.71,   346.64,   725.40
  473.92,   475.31,   477.15
  476.29,   473.35,   602.30
  478.93,   471.48,   727.26
  474.28,   600.11,   478.94
  476.95,   598.35,   603.76
  479.26,   596.60,   729.12
  598.51,   349.72,   472.94
  601.14,   348.00,   598.01
  603.88,   346.26,   722.74
  599.11,   475.06,   474.68
  601.61,   473.02,   599.55
  604.09,   471.26,   724.54
  599.47,   599.84,   476.36
  601.96,   598.30,   601.41
  604.55,   596.59,   726.42
  723.67,   349.68,   470.45
  726.12,   347.97,   595.15
  728.80,   346.08,   720.19
  723.93,   474.65,   472.13
  726.68,   472.97,   597.11
  729.13,   470.97,   722.09
  724.27,   599.67,   473.64
  726.75,   598.00,   598.87
  729.25,   596.33,   723.88
  473.21,   350.72,   598.11
  472.58,   352.29,   722.95
  472.05,   353.54,   847.99
  476.18,   475.65,   596.57
  475.82,   477.38,   721.68
  475.34,   478.63,   846.79
  478.89,   600.83,   595.47
  478.60,   601.98,   720.57
  478.24,   603.57,   845.56
  598.15,   347.79,   598.38
  597.77,   349.22,   723.53
  597.13,   350.39,   848.57
  601.23,   472.84,   597.04
  600.49,   474.09,   722.03
  600.08,   475.64,   847.17
  603.92,   597.99,   595.67
  603.60,   599.14,   720.80
  603.46,   600.41,   845.71
  723.00,   344.79,   599.01
  722.43,   346.38,   724.07
  722.09,   347.68,   848.95
  726.14,   469.66,   597.57
  725.67,   471.07,   722.49
  725.06,   472.54,   847.76
  728.88,   594.62,   596.06
  728.40,   595.97,   721.35
  728.22,   597.57,   846.23
  474.95,   474.55,   101.24
  476.67,   471.96,   226.10
  478.27,   469.27,   351.34
  473.31,   599.48,   103.94
  474.96,   597.07,   228.75
  476.27,   594.32,   353.84
  471.36,   724.35,   106.64
  473.04,   721.99,   231.56
  474.68,   719.47,   356.69
  600.05,   476.41,    99.59
  601.64,   473.89,   224.51
  603.21,   471.09,   349.64
  598.24,   601.33,   102.34
  600.01,   598.73,   227.18
  601.48,   596.33,   352.19
  596.53,   726.53,   104.85
  598.11,   723.90,   229.76
  599.61,   720.99,   355.01
  724.91,   478.42,    98.02
  726.54,   475.45,   222.98
  728.37,   473.14,   348.17
  723.21,   603.28,   100.80
  724.71,   600.54,   225.61
  726.47,   597.90,   350.48
  721.38,   727.99,   103.28
  722.95,   725.62,   228.50
  724.49,   722.81,   353.13
  476.73,   474.39,   224.38
  479.43,   473.80,   349.67
  481.94,   472.92,   474.63
  475.43,   599.27,   225.13
  478.10,   598.75,   350.23
  480.62,   598.04,   474.95
  473.98,   724.22,   225.89
  476.63,   723.80,   350.59
  478.95,   722.94,   475.74
  602.00,   475.79,   222.04
  604.37,   475.30,   347.15
  606.84,   474.46,   472.09
  600.56,   600.83,   222.57
  602.86,   600.11,   347.73
  605.41,   599.37,   472.47
  599.18,   725.63,   223.26
  601.56,   725.10,   348.17
  603.93,   724.58,   473.08
  726.93,   477.13,   219.62
  729.59,   476.50,   344.60
  731.92,   476.14,   469.45
  725.65,   602.16,   220.45
  728.09,   601.66,   345.32
  730.51,   601.16,   470.38
  724.05,   727.15,   220.99
  726.36,   726.72,   345.83
  728.84,   726.00,   470.87
  475.45,   473.41,   349.10
  477.46,   471.76,   474.22
  479.57,   470.27,   599.20
  473.99,   598.55,   350.77
  476.09,   596.90,   475.83
  477.99,   595.11,   600.70
  472.80,   723.76,   352.84
  474.64,   721.92,   477.55
  476.94,   720.25,   602.49
  600.35,   474.92,   347.19
  602.54,   473.35,   472.26
  604.53,   471.48,   597.08
  599.12,   599.91,   348.83
  601.31,   598.35,   473.68
  602.95,   596.37,   598.65
  597.86,   725.15,   350.41
  599.79,   723.13,   475.63
  601.98,   721.35,   600.63
  725.62,   476.27,   345.09
  727.45,   474.79,   470.27
  729.54,   472.90,   594.97
  724.06,   601.18,   346.85
  726.15,   599.76,   472.08
  727.93,   598.08,   596.77
  722.76,   726.44,   348.74
  724.62,   724.80,   473.45
  726.68,   722.84,   598.71
  475.04,   474.64,   473.41
  474.54,   477.88,   598.28
  474.04,   481.30,   723.17
  473.85,   599.27,   469.68
  473.37,   602.98,   594.67
  472.77,   606.56,   719.81
  472.76,   724.32,   466.45
  472.16,   727.87,   591.13
  471.57,   731.58,   716.26
  600.12,   475.64,   473.69
  599.55,   479.20,   599.01
  598.98,   482.74,   723.72
  599.14,   600.61,   470.31
  598.57,   603.98,   595.29
  597.91,   607.82,   720.37
  597.86,   725.43,   466.65
  597.37,   729.08,   591.75
  596.65,   732.39,   716.84
  725.11,   476.62,   474.30
  724.63,   480.32,   599.45
  724.11,   483.74,   724.19
  724.08,   601.65,   470.91
  723.50,   605.10,   595.90
  722.85,   608.69,   720.51
  723.07,   726.62,   467.27
  722.18,   730.17,   592.38
  721.91,   733.81,   717.16
  473.20,   476.74,   599.55
  475.20,   479.01,   724.36
  477.41,   480.73,   849.29
  470.19,   601.77,   597.53
  472.30,   603.84,   722.44
  474.46,   605.84,   847.58
  467.36,   726.85,   595.39
  469.40,   728.78,   720.46
  471.59,   730.87,   845.36
  598.24,   479.69,   597.29
  600.37,   481.65,   721.96
  602.67,   483.76,   846.99
  594.92,   604.58,   595.18
  597.54,   606.88,   720.28
  599.67,   609.02,   845.23
  592.32,   729.47,   592.93
  594.47,   731.60,   717.97
  596.58,   733.64,   843.20
  722.88,   482.81,   595.03
  725.10,   484.65,   719.67
  727.27,   486.64,   844.90
  720.19,   607.83,   592.93
  722.18,   609.69,   717.85
  724.64,   611.81,   842.75
  717.11,   732.76,   590.89
  719.40,   734.80,   715.79
  721.36,   736.63,   840.78
  473.27,   599.98,   100.58
  471.39,   600.90,   225.49
  469.41,   602.03,   350.50
  469.71,   724.84,    99.37
  467.98,   726.04,   224.37
  466.18,   727.27,   349.43
  466.44,   849.57,    98.06
  464.60,   851.03,   222.95
  462.67,   851.99,   347.95
  598.41,   603.19,   102.29
  596.60,   604.31,   227.27
  594.64,   605.73,   352.50
  594.78,   728.09,   101.24
  593.23,   729.14,   225.91
  591.07,   730.45,   350.86
  591.51,   853.12,    99.78
  589.58,   854.11,   224.95
  587.78,   855.30,   349.82
  723.26,   606.48,   104.29
  721.25,   608.02,   229.22
  719.51,   608.84,   354.20
  719.49,   731.55,   102.93
  717.99,   732.83,   227.98
  715.88,   734.11,   352.91
  716.55,   856.37,   101.72
  714.54,   857.73,   226.70
  712.63,   858.79,   351.78
  474.17,   598.88,   224.04
  474.72,   599.59,   348.95
  475.12,   600.68,   473.78
  471.56,   723.78,   223.14
  472.14,   724.75,   348.20
  472.62,   725.63,   472.91
  468.89,   849.01,   222.22
  469.67,   849.56,   347.13
  470.31,   850.45,   472.25
  599.42,   601.63,   223.53
  599.85,   602.28,   348.38
  600.23,   603.13,   473.31
  596.69,   726.54,   222.60
  597.20,   727.22,   347.39
  597.85,   728.10,   472.37
  594.16,   851.21,   221.57
  594.59,   852.22,   346.50
  594.89,   853.27,   471.64
  724.05,   604.05,   223.00
  724.73,   604.83,   347.95
  725.11,   605.44,   472.91
  721.61,   728.71,   222.03
  722.27,   729.68,   347.15
  722.59,   730.48,   472.05
  719.23,   853.74,   221.17
  719.47,   854.67,   346.15
  720.01,   855.48,   471.08
  474.23,   598.16,   350.57
  471.55,   602.00,   475.72
  468.97,   605.50,   600.47
  473.86,   723.08,   346.92
  471.19,   726.92,   472.03
  468.70,   730.51,   596.90
  473.18,   848.02,   343.36
  470.90,   851.63,   468.27
  468.23,   855.57,   592.91
  599.21,   598.63,   353.40
  596.76,   602.43,   478.04
  594.11,   606.34,   602.91
  598.96,   723.86,   349.46
  596.08,   727.14,   474.46
  593.48,   731.08,   599.31
  598.43,   848.56,   345.73
  595.81,   852.33,   470.67
  593.04,   856.13,   595.68
  724.14,   599.10,   355.77
  721.48,   603.13,   481.01
  719.04,   606.53,   605.68
  723.94,   724.21,   352.28
  721.20,   727.88,   477.03
  718.68,   731.52,   602.10
  723.16,   849.07,   348.51
  720.81,   852.96,   473.36
  717.99,   856.50,   598.36
  475.40,   599.15,   473.29
  472.94,   601.40,   598.07
  470.81,   603.77,   723.37
  472.22,   723.98,   470.95
  469.84,   726.16,   595.65
  467.84,   728.74,   720.90
  469.13,   849.02,   468.47
  466.93,   851.29,   593.52
  464.50,   853.76,   718.25
  600.33,   602.06,   475.70
  598.03,   604.73,   600.54
  595.74,   606.89,   725.55
  597.10,   727.17,   473.00
  594.91,   729.52,   597.89
  592.52,   731.94,   723.11
  594.15,   852.19,   470.66
  591.61,   854.46,   595.85
  589.36,   856.79,   720.69
  725.17,   605.37,   477.95
  723.01,   607.64,   602.75
  720.52,   610.14,   727.74
  722.10,   730.11,   475.36
  719.66,   732.65,   600.10
  717.74,   735.04,   725.33
  718.92,   855.29,   472.99
  716.87,   857.70,   597.91
  714.40,   859.93,   723.07
  475.62,   599.35,   600.01
  474.55,   601.62,   725.04
  473.38,   603.49,   849.95
  478.85,   724.53,   598.15
  477.69,   726.58,   723.05
  476.55,   728.39,   847.94
  482.23,   849.20,   596.24
  481.03,   851.39,   721.15
  479.70,   853.56,   845.95
  600.72,   596.18,   601.26
  599.37,   598.16,   726.07
  598.13,   600.32,   851.13
  603.87,   721.34,   599.12
  602.76,   723.20,   724.21
  601.63,   725.28,   849.32
  607.18,   846.24,   597.19
  605.99,   848.25,   722.50
  604.49,   850.36,   847.46
  725.59,   593.00,   602.27
  724.13,   594.91,   727.57
  723.27,   596.92,   852.42
  728.75,   718.09,   600.71
  727.55,   720.08,   725.54
  726.51,   722.18,   850.57
  731.89,   842.90,   598.61
  730.87,   845.03,   723.40
  729.61,   846.83,   848.58
  598.67,    98.20,   101.26
  601.82,    99.94,   226.39
  604.94,   101.85,   351.12
  596.44,   223.11,    99.51
  599.60,   225.11,   224.33
  602.62,   226.78,   349.43
  594.35,   347.94,    97.50
  597.60,   350.02,   222.59
  600.32,   351.70,   347.29
  723.75,   100.18,    98.08
  726.75,   102.17,   223.21
  729.82,   104.20,   348.07
  721.51,   225.03,    96.32
  724.53,   226.97,   221.18
  727.69,   228.90,   346.05
  719.38,   350.11,    94.53
  722.41,   352.25,   219.59
  725.35,   353.92,   344.32
  848.56,   102.24,    95.10
  851.60,   104.06,   220.03
  854.56,   106.19,   345.10
  846.36,   227.26,    93.27
  849.54,   229.21,   218.19
  852.62,   231.19,   343.38
  844.27,   352.29,    91.25
  847.27,   354.28,   216.43
  850.38,   355.97,   341.23
  600.69,    99.92,   225.75
  597.61,    99.28,   350.56
  594.47,    99.04,   475.60
  598.80,   224.52,   225.67
  595.48,   224.47,   350.59
  592.27,   224.37,   475.61
  596.50,   349.83,   225.96
  593.45,   349.51,   350.88
  590.02,   349.27,   476.02
  725.73,   101.72,   228.53
  722.55,   101.56,   353.77
  719.22,   101.27,   478.52
  723.51,   226.83,   228.82
  720.32,   226.67,   353.95
  717.32,   226.28,   478.74
  721.65,   351.81,   229.07
  718.15,   351.29,   354.09
  715.08,   351.33,   478.97
  850.59,   103.94,   232.01
  847.45,   103.43,   356.87
  844.30,   103.15,   481.83
  848.44,   228.81,   232.10
  845.33,   228.63,   357.00
  842.23,   228.36,   481.96
  846.65,   353.71,   232.22
  843.29,   353.62,   357.37
  840.23,   353.37,   482.10
  600.47,   101.79,   351.99
  599.04,    98.83,   476.61
  597.75,    96.07,   601.84
  598.69,   226.78,   354.55
  597.59,   223.93,   479.73
  596.16,   221.21,   604.54
  597.12,   351.69,   357.44
  595.97,   349.06,   482.39
  594.91,   345.87,   607.73
  725.38,   103.48,   353.02
  723.96,   100.54,   478.09
  722.74,    97.78,   603.00
  723.68,   228.57,   356.12
  722.44,   225.31,   481.00
  721.12,   222.77,   605.91
  722.15,   353.44,   358.87
  721.16,   350.48,   483.97
  719.75,   347.37,   608.84
  850.51,   105.07,   354.22
  848.95,   102.05,   479.55
  847.82,    99.21,   604.15
  848.68,   229.90,   357.15
  847.63,   227.06,   482.26
  846.14,   224.21,   607.04
  847.05,   354.83,   360.28
  845.84,   352.06,   485.25
  844.57,   348.99,   609.97
  600.52,    99.87,   474.32
  599.29,   102.22,   599.29
  598.13,   104.68,   724.35
  599.50,   225.11,   471.92
