27, 125 pa2-debug-b-our-output2.txt
  480.57,   727.44,   722.34
  600.30,   476.29,   470.30
  602.15,   476.76,   595.41
  604.76,   476.62,   720.55
  600.92,   600.82,   470.74
  603.08,   601.58,   595.63
  605.11,   601.50,   720.63
  600.52,   725.78,   469.99
  603.27,   726.67,   595.05
  604.79,   726.59,   720.34
  348.04,   476.23,   601.97
  348.32,   475.83,   726.88
  348.34,   475.29,   851.11
  346.47,   601.08,   601.80
  346.10,   600.57,   726.82
  345.39,   599.89,   852.29
  343.98,   725.92,   602.78
  343.43,   725.60,   727.77
  343.45,   724.88,   853.03
  473.36,   478.30,   601.61
  472.79,   477.35,   726.95
  473.49,   477.62,   851.32
  471.47,   603.85,   602.82
  471.33,   603.11,   727.07
  471.23,   602.44,   852.62
  468.54,   728.69,   603.02
  468.94,   728.10,   728.28
  468.18,   727.32,   853.26
  598.54,   480.95,   601.65
  598.32,   479.59,   726.99
  597.76,   479.02,   851.85
  596.17,   605.32,   602.72
  595.89,   605.45,   727.26
  595.55,   604.45,   852.42
  594.38,   730.90,   603.59
  593.95,   729.93,   727.66
  593.76,   729.11,   852.98
  348.15,   600.68,   101.66
  344.60,   603.39,   226.91
  342.05,   606.66,   351.98
  345.22,   726.35,    98.74
  341.41,   728.98,   223.64
  338.97,   731.13,   348.90
  341.71,   850.78,    96.09
  339.07,   853.59,   220.88
  336.16,   856.27,   346.50
  473.31,   604.09,   104.93
  469.45,   607.05,   229.49
  466.21,   609.31,   354.58
  470.43,   729.09,   101.98
  467.35,   731.90,   226.56
  463.70,   734.88,   352.16
  467.17,   854.24,    99.52
  464.21,   856.62,   224.02
  460.40,   859.89,   348.94
  598.47,   607.00,   107.84
  594.96,   609.38,   233.40
  591.61,   612.68,   357.98
  595.41,   731.76,   105.51
  591.67,   734.54,   230.06
  589.03,   737.88,   355.00
  591.88,   856.70,   102.61
  588.24,   860.04,   227.15
  586.02,   862.31,   352.08
  351.43,   600.50,   227.32
  348.15,   603.13,   352.21
  345.47,   606.15,   476.67
  350.34,   725.20,   223.78
  347.95,   728.82,   348.85
  345.03,   731.59,   473.53
  349.99,   850.54,   221.00
  346.96,   853.28,   345.56
  344.27,   856.80,   470.44
  475.81,   601.35,   229.55
  472.82,   603.84,   353.99
  470.77,   607.51,   479.05
  475.26,   726.04,   226.78
  472.65,   729.23,   351.36
  470.03,   732.28,   476.50
  474.38,   851.16,   223.55
  471.98,   854.14,   348.09
  470.24,   857.17,   473.21
  600.41,   601.80,   232.25
  598.21,   604.25,   356.61
  596.00,   607.98,   482.05
  600.25,   726.28,   229.55
  597.73,   729.34,   354.17
  594.94,   732.94,   478.70
  600.30,   851.28,   226.45
  597.38,   854.26,   350.87
  594.75,   857.14,   475.51
  349.87,   600.85,   348.47
  350.75,   601.35,   474.19
  351.08,   601.04,   598.90
  352.07,   726.27,   348.88
  353.39,   725.71,   473.65
  352.94,   725.86,   599.20
  354.94,   851.37,   348.97
  355.85,   850.78,   473.80
  356.37,   851.47,   598.89
  474.64,   598.71,   348.74
  475.17,   598.79,   473.68
  475.82,   598.84,   597.80
  477.00,   723.14,   348.59
  478.12,   723.54,   472.83
  478.76,   723.11,   597.94
  479.78,   848.37,   348.47
  480.82,   848.77,   473.32
  481.27,   848.17,   597.85
  600.15,   595.67,   347.50
  600.29,   595.75,   472.39
  600.92,   596.28,   597.27
  602.71,   721.10,   347.22
  602.54,   720.95,   472.32
  603.14,   720.88,   597.29
  604.74,   846.23,   347.89
  605.61,   846.05,   473.05
  606.19,   845.40,   597.38
  347.88,   599.20,   475.05
  348.22,   597.06,   600.08
  348.78,   596.05,   724.58
  347.81,   724.25,   476.33
  347.97,   722.65,   601.17
  348.48,   720.79,   726.73
  347.10,   849.63,   478.20
  347.56,   847.70,   603.56
  348.17,   845.59,   727.96
  473.35,   599.57,   474.90
  473.49,   598.19,   599.43
  473.72,   596.61,   724.38
  472.70,   725.01,   476.15
  472.88,   722.80,   600.94
  472.97,   721.51,   725.73
  472.66,   849.28,   478.52
  472.80,   847.62,   603.33
  473.36,   846.01,   728.08
  598.03,   600.22,   474.55
  598.68,   598.10,   599.73
  598.59,   596.42,   723.73
  597.66,   724.69,   475.71
  598.15,   723.60,   601.51
  598.37,   721.99,   725.70
  597.21,   850.35,   477.51
  597.78,   848.68,   602.94
  598.33,   846.55,   728.04
  348.30,   601.24,   601.60
  351.13,   604.72,   727.06
  354.87,   607.31,   851.10
  344.75,   726.69,   598.47
  348.25,   729.03,   723.55
  351.07,   731.77,   848.73
  341.01,   851.21,   595.98
  344.45,   854.65,   721.44
  347.39,   856.93,   846.16
  473.25,   605.50,   598.84
  476.94,   607.47,   723.44
  479.44,   610.28,   848.31
  470.31,   730.36,   595.48
  472.37,   733.10,   721.21
  475.87,   735.74,   845.84
  466.09,   855.00,   593.76
  469.30,   857.31,   718.32
  472.17,   860.93,   843.24
  598.72,   609.07,   595.50
  601.59,   611.70,   720.07
  604.29,   614.05,   845.70
  594.82,   733.84,   592.70
  597.79,   736.69,   717.74
  600.43,   739.07,   842.49
  590.66,   858.86,   590.51
  593.96,   861.50,   714.82
  597.36,   864.42,   840.01
  473.40,   101.73,   101.60
  471.02,   103.90,   226.57
  469.31,   107.04,   351.57
  474.30,   226.05,    98.75
  471.47,   229.18,   223.52
  469.92,   231.97,   348.67
  474.24,   351.02,    95.53
  471.76,   354.36,   220.65
  469.42,   356.94,   345.49
  599.04,   100.69,   104.04
  596.33,   103.66,   228.30
  594.55,   107.35,   353.35
  599.11,   225.85,   100.59
  596.90,   229.10,   225.98
  594.01,   231.86,   350.33
  598.84,   350.71,    98.01
  596.94,   354.34,   222.41
  594.94,   356.55,   348.02
  723.62,   100.76,   106.01
  721.02,   103.61,   231.12
  718.85,   106.45,   356.14
  724.19,   225.93,   103.03
  722.14,   229.08,   227.35
  720.03,   231.35,   353.02
  724.75,   351.02,   100.08
  722.27,   353.23,   224.54
  719.39,   357.08,   349.96
  474.40,    98.92,   227.32
  472.74,   100.65,   351.72
  471.96,   102.73,   476.64
  477.20,   224.47,   225.60
  475.94,   225.58,   350.06
  475.41,   227.58,   475.63
  480.44,   348.70,   223.82
  479.83,   351.02,   348.67
  478.21,   352.12,   474.05
  599.27,    96.29,   228.45
  598.31,    97.20,   353.24
  597.03,    99.00,   477.78
  602.63,   220.42,   226.35
  601.43,   222.74,   352.02
  600.42,   223.58,   476.70
  605.99,   345.87,   224.89
  604.28,   346.98,   349.82
  603.29,   349.27,   475.68
  724.23,    92.56,   229.78
  722.40,    93.64,   354.04
  721.75,    95.76,   479.88
  727.33,   217.55,   228.08
  726.05,   219.10,   353.09
  725.11,   221.01,   477.59
  730.25,   342.67,   226.70
  729.24,   344.22,   351.64
  728.34,   345.99,   476.47
  476.42,   101.45,   349.97
  478.36,   105.06,   474.72
  480.97,   108.84,   599.27
  476.22,   226.33,   346.07
  478.71,   230.58,   471.15
  480.07,   234.31,   596.49
  476.42,   351.08,   342.49
  477.99,   355.07,   467.26
  480.01,   358.68,   592.60
  601.41,   101.32,   348.02
  603.30,   105.37,   472.41
  606.12,   108.63,   598.17
  600.99,   226.65,   344.05
  602.95,   230.63,   469.39
  605.56,   234.28,   593.73
  601.41,   352.10,   340.52
  603.64,   354.86,   465.12
  604.89,   358.78,   590.57
  726.40,   102.23,   345.55
  728.66,   105.53,   470.36
  730.58,   109.51,   595.86
  726.52,   226.77,   341.72
  728.15,   230.55,   467.41
  730.27,   234.48,   591.57
  726.15,   351.59,   338.13
  728.46,   355.52,   463.30
  730.49,   359.00,   588.01
  474.16,    98.59,   475.05
  475.95,    97.89,   600.36
  477.66,    96.29,   725.13
  476.66,   224.18,   476.82
  479.09,   222.56,   601.72
  481.57,   221.64,   726.27
  479.99,   348.43,   477.71
  482.31,   347.45,   602.48
  484.39,   345.98,   727.59
  598.84,    95.94,   473.24
  600.60,    94.86,   597.87
  602.77,    93.00,   723.07
  601.66,   220.41,   474.57
  603.68,   219.20,   599.64
  605.89,   218.10,   724.07
  604.77,   346.18,   476.14
  606.77,   344.46,   601.26
  609.10,   343.37,   726.01
  723.89,    92.60,   471.54
  726.03,    91.21,   596.36
  728.00,    90.11,   721.41
  727.03,   217.88,   472.03
  728.99,   216.56,   597.82
  730.92,   215.16,   721.90
  729.87,   342.97,   473.58
  732.52,   341.25,   599.07
  734.51,   340.28,   723.55
  474.96,   100.05,   599.77
  476.45,    97.50,   725.26
  477.74,    94.79,   850.10
  475.14,   225.04,   602.14
  475.62,   222.43,   728.15
  477.11,   219.87,   852.21
  474.04,   349.74,   604.82
  475.48,   346.98,   730.41
  476.49,   345.27,   855.54
  600.25,   100.56,   599.23
  602.19,    98.39,   723.93
  603.32,    95.47,   848.86
  600.14,   224.97,   601.64
  600.81,   222.66,   725.87
  602.55,   220.32,   851.12
  598.64,   350.10,   603.63
  600.05,   348.14,   728.93
  601.68,   345.60,   853.49
  725.18,   101.76,   597.01
  726.47,    99.05,   722.74
  728.05,    96.22,   847.58
  724.35,   225.90,   599.78
  726.56,   223.61,   724.70
  727.63,   221.52,   849.70
  723.46,   351.03,   602.18
  725.05,   348.63,   727.00
  726.89,   345.87,   852.29
  473.37,   224.96,   100.13
  470.43,   222.05,   225.20
  467.67,   219.59,   350.23
  476.33,   350.42,   103.56
  473.26,   347.54,   228.46
  469.87,   344.06,   353.02
  478.85,   475.33,   106.22
  475.71,   471.86,   231.76
  472.35,   469.43,   356.90
  598.17,   222.34,   104.14
  595.12,   219.28,   228.15
  591.96,   216.81,   352.98
  601.25,   347.51,   106.50
  597.91,   344.43,   231.14
  595.21,   341.22,   356.12
  604.11,   472.59,   109.48
  600.90,   469.13,   234.46
  597.43,   466.13,   359.42
  723.32,   219.24,   106.77
  719.75,   216.57,   231.50
  717.57,   213.74,   356.80
  725.68,   344.78,   109.32
  723.15,   342.12,   234.90
  720.32,   339.23,   359.24
  728.88,   469.07,   112.70
  725.87,   466.53,   237.87
  722.67,   464.11,   361.92
  474.77,   225.97,   224.62
  477.46,   223.73,   350.07
  479.41,   222.16,   474.58
  476.13,   350.86,   226.49
  478.23,   349.38,   351.41
  480.56,   346.83,   477.13
  477.57,   475.92,   228.78
  479.33,   474.11,   353.34
  481.90,   472.19,   478.75
  600.55,   224.96,   222.54
  602.63,   223.14,   348.07
  604.29,   220.96,   472.35
  600.65,   350.56,   224.29
  603.22,   348.26,   349.38
  605.23,   346.21,   474.23
  601.94,   475.37,   226.27
  603.86,   473.57,   351.63
  606.07,   471.61,   476.55
  724.80,   224.30,   220.62
  727.49,   222.67,   344.98
  729.48,   220.43,   470.72
  726.48,   349.31,   222.46
  728.13,   346.86,   347.88
  730.55,   345.63,   472.41
  727.47,   474.55,   224.55
  729.31,   471.92,   349.45
  731.36,   470.01,   474.53
  474.11,   227.19,   348.04
  475.41,   226.36,   473.10
  476.96,   226.86,   598.15
  477.18,   351.63,   348.80
  478.39,   351.32,   473.42
  480.06,   351.40,   598.40
  480.32,   477.01,   347.85
  481.38,   477.13,   473.33
  482.69,   477.17,   598.47
  599.95,   223.65,   347.07
  600.49,   224.48,   472.35
  601.70,   224.41,   597.31
  602.58,   348.65,   347.40
  603.59,   349.00,   471.70
  604.30,   349.16,   596.88
  604.95,   474.43,   346.80
  606.05,   473.77,   471.64
  607.75,   474.23,   596.67
  724.33,   221.11,   346.15
  726.13,   221.84,   470.86
  727.19,   221.44,   595.37
  727.29,   346.57,   346.04
  728.73,   346.59,   470.69
  729.69,   346.71,   595.85
  730.01,   471.16,   345.96
  730.61,   471.67,   470.47
  732.43,   471.23,   595.47
  475.37,   227.35,   474.08
  476.56,   224.16,   599.56
  478.25,   222.27,   724.11
  477.96,   351.40,   477.08
  479.27,   349.03,   601.89
  480.67,   346.35,   726.88
  480.78,   477.35,   480.01
  481.60,   474.45,   604.38
  483.49,   471.78,   729.45
  600.13,   224.81,   473.02
  601.47,   222.00,   597.88
  602.46,   218.74,   722.90
  602.67,   349.64,   476.20
  603.85,   346.77,   600.84
  605.23,   343.92,   725.70
  604.81,   473.87,   477.73
  606.99,   471.58,   603.28
  607.77,   469.10,   728.15
  725.03,   221.69,   471.55
  726.48,   219.17,   596.94
  727.93,   216.53,   721.43
  728.14,   346.60,   474.44
  729.22,   343.93,   599.42
  730.17,   341.28,   724.04
  730.63,   471.67,   476.81
  731.11,   469.02,   601.59
  732.52,   466.42,   726.61
  473.39,   226.82,   599.18
  476.73,   224.91,   724.42
  480.61,   223.86,   849.35
  473.26,   351.06,   601.07
  477.18,   350.47,   725.13
  480.37,   349.40,   850.67
  473.61,   476.55,   601.62
  476.74,   475.60,   726.23
  480.35,   474.61,   851.48
  598.95,   226.48,   596.44
  602.48,   225.37,   720.99
  605.18,   224.63,   846.01
  598.20,   351.73,   597.22
  601.96,   350.16,   722.49
  604.96,   349.02,   847.04
  598.39,   476.77,   598.51
  601.70,   475.25,   723.11
  605.26,   474.67,   848.47
  723.14,   226.56,   592.11
  727.10,   225.59,   717.97
  730.19,   224.02,   842.97
  723.71,   352.05,   594.06
  726.97,   350.13,   718.17
  730.20,   349.42,   843.59
  723.40,   476.73,   595.05
  726.84,   476.11,   719.19
  730.63,   475.09,   844.81
  473.54,   348.57,   100.21
  470.51,   351.24,   225.49
  467.82,   355.21,   350.00
  472.21,   473.68,    97.55
  469.09,   477.06,   221.85
  465.66,   479.61,   346.78
  471.36,   597.97,    94.33
  467.52,   601.52,   219.36
  464.29,   604.86,   343.65
  598.75,   349.49,   104.08
  595.40,   352.68,   228.62
  592.41,   356.07,   353.32
  596.89,   474.69,   100.73
  594.10,   477.99,   225.07
  590.86,   481.50,   350.27
  595.61,   599.88,    96.96
  592.78,   603.03,   221.89
  589.70,   606.67,   346.56
  724.07,   351.00,   106.54
  720.24,   354.65,   231.34
  717.53,   357.34,   356.85
  722.45,   476.45,   103.99
  718.78,   479.22,   229.00
  716.30,   482.82,   353.36
  720.88,   601.53,   100.01
  717.77,   604.78,   225.16
  714.47,   607.64,   350.33
  473.42,   348.69,   223.64
  472.66,   351.89,   349.32
  471.99,   354.40,   473.99
  473.68,   473.57,   221.65
  473.36,   475.95,   346.00
  472.34,   479.11,   471.16
  474.91,   598.42,   218.74
  474.12,   601.66,   343.53
  473.86,   603.84,   468.57
  598.42,   347.36,   225.19
  597.66,   350.18,   349.42
  596.22,   353.13,   475.06
  599.13,   472.34,   222.00
  598.75,   475.90,   347.45
  597.44,   478.25,   472.36
  599.74,   597.37,   219.29
  599.35,   600.49,   344.12
  598.58,   603.67,   469.50
  722.72,   347.03,   225.66
  722.51,   349.68,   351.01
  721.08,   352.21,   475.54
  724.19,   472.04,   222.44
  722.88,   474.82,   348.22
  722.71,   477.12,   472.62
  724.83,   596.87,   219.64
  724.02,   599.65,   344.99
  723.73,   602.55,   469.98
  477.07,   348.39,   349.15
  480.06,   347.05,   474.44
  483.97,   344.54,   599.46
  474.94,   473.54,   351.52
  478.33,   471.69,   476.38
  481.70,   469.83,   601.23
  472.55,   598.57,   352.85
  476.64,   597.09,   478.18
  480.20,   594.61,   603.09
  602.20,   350.28,   346.30
  605.09,   348.57,   471.05
  609.15,   346.62,   595.85
  600.06,   475.42,   348.10
  603.09,   473.51,   473.17
  607.15,   472.11,   597.42
  597.73,   600.80,   349.22
  601.32,   598.76,   474.08
  604.67,   596.88,   599.38
  726.44,   352.01,   342.31
  730.49,   350.45,   467.74
  734.06,   349.50,   592.71
  724.79,   477.09,   344.01
  728.40,   475.64,   469.41
  731.31,   473.68,   593.83
  722.66,   602.38,   345.73
  726.57,   600.60,   470.95
  729.74,   599.15,   596.34
  476.75,   350.10,   473.78
  476.19,   347.50,   598.85
  476.32,   345.18,   723.56
  478.93,   474.73,   476.48
  479.28,   472.27,   601.66
  478.96,   469.67,   726.66
  481.89,   599.79,   479.57
  482.05,   596.96,   604.80
  481.15,   594.75,   729.41
  601.70,   347.07,   473.84
  601.83,   345.05,   599.20
  601.77,   341.90,   723.67
  603.48,   472.02,   476.26
  603.77,   469.83,   601.33
  603.86,   466.79,   726.87
  606.26,   597.72,   479.70
  606.45,   594.17,   604.62
  606.52,   592.44,   729.10
  726.26,   345.00,   474.12
  726.45,   342.39,   599.31
  726.04,   339.00,   723.90
  728.64,   469.61,   476.52
  728.64,   466.94,   601.18
  728.61,   464.25,   726.02
  731.48,   594.19,   479.06
  731.32,   591.76,   604.79
  732.08,   589.90,   728.85
  476.53,   349.96,   599.84
  474.93,   351.21,   724.18
  474.55,   352.68,   849.10
  473.58,   474.85,   597.54
  472.22,   476.79,   722.46
  470.70,   478.08,   847.18
  470.00,   599.75,   596.38
  468.67,   600.99,   721.15
  467.35,   602.48,   846.32
  601.12,   353.71,   600.97
  600.79,   354.70,   726.04
  598.93,   356.49,   850.75
  598.49,   478.29,   599.04
  596.72,   480.29,   723.68
  595.73,   481.27,   849.13
  594.53,   603.16,   597.05
  593.68,   604.77,   721.73
  592.61,   606.31,   847.39
  726.50,   356.48,   601.90
  725.12,   358.00,   727.01
  724.09,   360.21,   851.54
  723.36,   481.70,   600.06
  722.12,   483.63,   724.84
  720.89,   484.52,   849.68
  719.69,   606.28,   598.29
  718.23,   608.07,   723.38
  717.44,   609.77,   847.75
  474.44,   476.11,    98.65
  473.02,   476.43,   223.80
  471.99,   476.65,   348.59
  475.40,   601.22,    97.97
  474.87,   601.26,   223.45
  473.71,   601.45,   348.33
  476.18,   726.44,    98.50
  475.85,   725.67,   223.31
  474.15,   725.85,   348.45
  599.51,   475.19,    99.94
  598.50,   474.58,   224.59
  596.69,   475.45,   349.22
  600.49,   599.72,    99.13
  599.33,   599.58,   224.24
  598.36,   600.18,   349.57
  601.91,   724.76,    99.02
  600.58,   725.18,   223.83
  599.72,   724.81,   349.44
  724.21,   473.63,   100.33
  723.40,   473.77,   225.30
  721.64,   473.82,   350.17
  725.45,   598.82,   100.49
  724.24,   598.36,   225.43
  723.01,   599.13,   350.76
  726.74,   723.92,   100.55
  725.87,   723.79,   225.65
  724.31,   724.19,   349.98
  475.33,   476.25,   226.94
  473.58,   475.12,   351.56
  472.49,   473.00,   476.50
  477.74,   601.84,   228.59
  476.18,   600.03,   353.64
  475.02,   598.01,   477.84
  480.05,   726.62,   230.11
  478.42,   725.14,   354.79
  477.50,   723.48,   479.38
  599.56,   473.72,   227.72
  599.08,   471.80,   352.90
  597.39,   470.53,   478.48
  602.28,   599.17,   229.28
  601.53,   596.84,   354.64
  599.76,   595.50,   479.67
  605.04,   723.67,   231.32
  603.34,   722.41,   355.99
  602.83,   720.38,   480.99
  724.62,   470.82,   228.95
  723.24,   469.59,   354.65
  722.00,   468.24,   479.63
  727.40,   595.73,   230.84
  726.17,   594.87,   356.24
  724.53,   593.50,   480.89
  730.14,   720.83,   232.66
  728.53,   719.76,   357.43
  727.40,   718.47,   482.16
  476.59,   475.29,   348.79
  477.68,   474.10,   474.45
  478.31,   471.98,   599.14
  474.73,   599.98,   350.49
  475.31,   598.51,   476.35
  476.76,   596.91,   601.30
  472.33,   725.37,   352.42
  473.78,   723.54,   477.81
  474.80,   721.93,   602.82
  601.01,   477.13,   347.62
  602.85,   475.69,   473.23
  603.33,   474.03,   598.31
  599.55,   602.03,   349.64
  600.88,   600.46,   474.39
  602.02,   598.82,   599.16
  597.59,   727.26,   351.24
  598.58,   725.71,   476.24
  600.16,   724.05,   601.32
  726.05,   478.61,   346.41
  727.16,   477.74,   471.87
  728.41,   476.00,   596.87
  724.01,   604.24,   348.83
  725.95,   602.13,   473.21
  726.53,   600.56,   598.55
  722.95,   728.66,   350.50
  724.09,   727.71,   475.24
  724.68,   725.60,   600.46
  474.26,   473.19,   475.64
  470.34,   475.18,   600.11
  467.28,   475.82,   724.93
  475.53,   598.28,   474.68
  472.20,   599.72,   599.52
  468.70,   600.81,   724.70
  478.31,   723.89,   473.58
  474.05,   724.40,   597.84
  471.15,   726.02,   723.55
  598.66,   471.96,   479.01
  595.20,   473.39,   603.77
  592.09,   474.33,   728.38
  601.18,   596.72,   477.73
  596.98,   598.18,   602.67
  593.88,   599.30,   727.87
  602.57,   721.82,   476.78
  599.75,   723.17,   601.53
  596.16,   723.53,   726.52
  723.72,   469.58,   481.92
  720.62,   470.73,   607.28
  717.20,   472.52,   732.31
  725.99,   594.93,   481.42
  722.60,   596.13,   606.76
  718.89,   596.89,   731.31
  727.33,   719.62,   479.89
  723.95,   721.25,   604.83
  721.06,   721.81,   730.15
  475.42,   474.57,   600.39
  477.60,   473.03,   724.59
  479.54,   472.67,   850.35
  471.03,   599.08,   600.98
  474.00,   598.52,   725.57
  475.93,   597.84,   850.91
  468.25,   724.29,   601.85
  470.41,   723.31,   726.21
  472.44,   722.66,   851.94
  600.16,   477.30,   597.78
  602.07,   476.80,   723.31
  604.71,   476.90,   847.91
  596.25,   602.66,   598.29
  598.98,   601.42,   723.09
  600.61,   601.04,   848.01
  593.16,   727.64,   599.13
  594.90,   726.56,   724.50
  597.47,   726.34,   849.36
  724.62,   481.18,   596.00
  726.79,   480.29,   720.93
  729.70,   479.83,   845.89
  721.63,   605.69,   596.91
  723.16,   605.28,   721.62
  726.17,   604.47,   846.04
  717.51,   731.23,   597.54
  719.97,   730.55,   721.85
  722.05,   729.82,   847.08
  473.82,   598.56,   100.96
  474.30,   597.47,   225.29
  474.73,   596.53,   350.31
  473.69,   723.65,   102.06
  474.16,   722.77,   226.88
  474.72,   721.40,   351.97
  473.69,   848.61,   103.19
  473.16,   847.30,   227.91
  474.13,   845.71,   353.67
  599.20,   598.85,    99.90
  599.54,   597.87,   225.17
  599.15,   596.87,   350.46
  598.82,   724.69,   101.80
  598.83,   722.44,   226.47
  599.21,   721.15,   351.37
  598.17,   849.25,   102.66
  598.96,   848.15,   227.93
  598.93,   846.87,   353.51
  723.85,   599.28,   100.61
  724.45,   598.11,   225.65
  724.45,   596.30,   349.74
  723.79,   724.39,   101.16
  724.28,   723.50,   226.43
  724.01,   721.76,   351.11
  723.57,   849.10,   102.48
  723.39,   847.78,   227.37
  724.23,   846.28,   352.97
  473.59,   598.61,   222.93
  470.60,   601.81,   347.96
  467.59,   604.81,   473.47
  475.72,   723.68,   220.43
  472.76,   726.76,   345.56
  469.14,   730.03,   469.73
  477.24,   848.62,   217.83
  473.93,   851.13,   341.81
  471.06,   854.45,   467.09
  598.93,   596.92,   227.07
  596.07,   600.45,   351.31
  592.02,   603.01,   476.34
  600.50,   721.85,   223.81
  596.95,   725.48,   348.48
  593.75,   728.37,   473.42
  601.72,   846.82,   220.93
  599.12,   849.89,   345.31
  595.48,   853.23,   470.35
  723.26,   595.70,   229.94
  721.04,   598.22,   354.18
  717.84,   601.82,   479.52
  725.56,   720.75,   226.86
  722.62,   723.39,   352.11
  718.71,   726.41,   476.63
  727.14,   845.65,   224.16
  723.51,   848.93,   348.62
  720.73,   851.90,   473.44
  474.04,   599.63,   349.47
  472.74,   604.05,   473.75
  470.74,   607.18,   599.34
  476.24,   725.12,   345.24
  475.01,   729.02,   470.54
  472.60,   732.61,   595.19
  479.13,   849.80,   342.43
  476.48,   853.26,   466.55
  474.48,   856.71,   591.92
  599.54,   598.09,   351.18
  597.79,   601.59,   476.28
  595.39,   605.20,   601.12
  601.16,   723.20,   348.15
  599.70,   725.93,   472.64
  597.38,   730.56,   597.89
  603.47,   847.92,   343.90
  601.44,   851.35,   468.71
  600.16,   855.19,   594.36
  724.37,   596.08,   353.93
  722.76,   599.55,   478.43
  720.64,   603.43,   603.09
  726.28,   720.57,   349.95
  724.88,   724.33,   474.69
  722.82,   727.95,   600.04
  728.90,   845.93,   346.56
  726.62,   849.20,   471.36
  724.58,   853.01,   595.97
  476.07,   599.45,   473.95
  475.15,   601.20,   599.00
  474.42,   603.14,   724.52
  473.82,   724.27,   472.93
  473.45,   726.37,   597.63
  471.94,   727.75,   722.51
  472.56,   849.79,   470.78
  470.77,   851.11,   595.50
  469.73,   852.48,   720.67
  601.33,   602.36,   475.68
  600.60,   603.13,   600.30
  598.83,   604.73,   725.44
  599.67,   726.56,   473.17
  597.73,   728.60,   598.92
  596.96,   730.23,   723.68
  596.96,   851.77,   472.41
  596.09,   853.44,   597.23
  594.38,   854.76,   721.92
  726.01,   604.16,   476.27
  725.12,   605.91,   601.02
  724.02,   607.20,   726.59
  723.73,   728.72,   475.30
  722.97,   731.01,   600.32
  721.67,   732.31,   724.99
  722.01,   854.13,   473.26
  720.67,   855.39,   598.32
  719.85,   857.32,   723.57
  476.33,   598.42,   598.91
  473.15,   595.67,   724.34
  469.27,   593.00,   849.61
  479.46,   723.47,   601.83
  476.30,   720.02,   727.18
  472.86,   717.65,   851.85
  482.91,   848.07,   605.24
  479.44,   845.58,   730.18
  476.45,   842.34,   854.93
  601.14,   594.89,   602.44
  597.65,   591.60,   727.34
  594.45,   589.21,   852.24
  604.60,   720.06,   605.18
  601.21,   716.98,   730.70
  597.50,   713.94,   855.54
  607.56,   844.79,   608.50
  604.37,   842.11,   733.75
  600.87,   839.11,   857.82
  725.94,   591.97,   605.77
  722.35,   588.36,   730.75
  718.80,   585.90,   856.00
  729.74,   715.87,   608.64
  725.80,   713.89,   733.98
  722.71,   711.32,   858.62
  732.92,   841.28,   611.37
  729.33,   838.53,   736.98
  725.63,   835.87,   861.43
  600.34,    98.39,   100.51
  602.50,   101.95,   225.93
  604.20,   105.29,   350.28
  599.68,   224.11,    97.49
  601.05,   227.31,   222.09
  603.63,   230.65,   347.74
  598.88,   349.16,    94.48
  601.15,   352.28,   219.58
  602.68,   355.88,   343.88
  725.72,    99.94,    99.20
  727.37,   102.88,   223.55
  729.20,   106.53,   348.61
  724.85,   224.88,    95.68
  726.62,   228.05,   220.23
  727.81,   231.24,   346.00
  723.73,   349.18,    92.34
  725.69,   352.55,   217.19
  727.38,   356.06,   342.48
  850.71,   100.43,    97.58
  852.87,   103.46,   222.26
  854.23,   107.18,   347.49
  849.87,   225.21,    94.22
  851.95,   228.89,   219.33
  853.20,   231.43,   344.05
  848.68,   350.88,    91.06
  850.71,   353.82,   215.41
  852.06,   357.18,   341.00
  599.98,   100.16,   227.19
  599.67,   103.37,   351.52
  599.31,   106.09,   476.87
  599.95,   224.60,   223.87
  600.00,   228.38,   349.08
  599.58,   231.11,   473.22
  600.32,   349.66,   220.73
  600.15,   353.39,   345.66
  599.87,   356.38,   470.14
  725.07,   100.04,   227.11
  724.36,   102.72,   352.03
  725.08,   105.90,   477.18
  724.79,   225.06,   224.13
  724.40,   227.72,   348.70
  725.18,   230.78,   473.30
  724.36,   349.19,   221.07
  724.72,   353.01,   345.27
  725.18,   355.72,   470.08
  849.30,   100.04,   227.02
  849.34,   102.87,   351.79
  850.01,   106.06,   476.57
  849.34,   224.87,   223.30
  850.06,   227.55,   349.08
  850.07,   230.81,   473.29
  849.71,   349.70,   220.84
  849.68,   352.45,   345.43
  850.17,   355.73,   470.95
  600.88,   100.65,   348.82
  601.32,    97.70,   474.06
  602.15,    94.46,   598.46
  601.19,   225.67,   351.29
  602.63,   222.89,   475.88
  603.86,   219.87,   601.08
  602.95,   349.73,   353.88
  604.20,   347.63,   478.90
  604.16,   344.48,   603.99
  725.65,    99.33,   347.82
  726.43,    96.39,   472.50
  726.82,    93.20,   597.31
  726.25,   223.85,   350.09
  727.23,   221.40,   475.04
  728.34,   218.16,   600.76
  727.38,   348.47,   352.69
  728.46,   346.36,   478.19
  729.75,   343.59,   602.97
  850.19,    97.78,   347.28
  851.35,    95.02,   471.37
  852.48,    92.15,   596.74
  851.45,   222.79,   349.85
  852.88,   220.44,   474.87
  852.99,   217.15,   599.87
  853.18,   347.74,   351.96
  854.15,   344.80,   476.74
  854.31,   342.61,   602.46
  600.64,    99.09,   475.59
  602.89,    97.69,   600.11
  605.11,    95.83,   725.16
