27, 125 pa2-debug-c-our-output2.txt
  600.05,   598.05,   481.37
  596.72,   596.59,   606.36
  593.43,   595.03,   731.25
  600.55,   723.04,   482.88
  597.23,   721.56,   607.88
  593.91,   720.01,   732.79
  351.06,   474.15,   601.92
  353.06,   474.95,   726.91
  355.13,   475.77,   851.92
  352.69,   599.14,   601.08
  354.68,   599.97,   726.07
  356.70,   600.79,   851.03
  354.31,   724.12,   600.23
  356.34,   724.92,   725.20
  358.36,   725.77,   850.22
  476.04,   472.49,   599.92
  478.09,   473.31,   724.89
  480.10,   474.16,   849.90
  477.65,   597.50,   599.07
  479.71,   598.31,   724.03
  481.73,   599.15,   848.99
  479.29,   722.49,   598.23
  481.32,   723.30,   723.17
  483.36,   724.10,   848.18
  601.00,   470.86,   597.90
  603.00,   471.68,   722.90
  605.02,   472.51,   847.89
  602.62,   595.87,   597.07
  604.64,   596.67,   722.01
  606.67,   597.49,   846.99
  604.27,   720.84,   596.22
  606.27,   721.64,   721.18
  608.28,   722.49,   846.19
  348.26,   601.56,   101.78
  350.71,   600.91,   226.78
  353.16,   600.23,   351.75
  347.37,   726.58,   102.48
  349.78,   725.90,   227.48
  352.24,   725.22,   352.44
  346.48,   851.59,   103.14
  348.89,   850.88,   228.17
  351.32,   850.22,   353.13
  473.28,   602.54,    99.36
  475.70,   601.82,   224.31
  478.11,   601.15,   349.32
  472.32,   727.51,   100.08
  474.80,   726.81,   225.02
  477.20,   726.14,   350.03
  471.38,   852.45,   100.76
  473.85,   851.81,   225.73
  476.28,   851.13,   350.71
  598.22,   603.39,    96.93
  600.67,   602.75,   221.92
  603.09,   602.10,   346.91
  597.32,   728.46,    97.64
  599.73,   727.74,   222.60
  602.19,   727.09,   347.59
  596.43,   853.44,    98.32
  598.84,   852.75,   223.31
  601.28,   852.07,   348.30
  349.59,   598.93,   226.19
  350.02,   600.16,   351.18
  350.42,   601.39,   476.16
  346.38,   723.87,   224.95
  346.82,   725.12,   349.94
  347.23,   726.35,   474.92
  343.21,   848.81,   223.72
  343.62,   850.09,   348.70
  344.04,   851.29,   473.71
  474.57,   602.10,   225.72
  474.96,   603.36,   350.76
  475.36,   604.59,   475.72
  471.38,   727.05,   224.49
  471.76,   728.30,   349.51
  472.16,   729.53,   474.49
  468.16,   852.00,   223.27
  468.56,   853.26,   348.27
  468.96,   854.48,   473.26
  599.52,   605.31,   225.32
  599.93,   606.56,   350.32
  600.35,   607.76,   475.27
  596.30,   730.25,   224.07
  596.73,   731.52,   349.07
  597.15,   732.72,   474.02
  593.14,   855.20,   222.85
  593.54,   856.46,   347.86
  593.94,   857.69,   472.82
  348.97,   599.59,   348.51
  345.45,   599.86,   473.44
  341.95,   600.16,   598.40
  352.50,   724.54,   348.31
  349.00,   724.81,   473.24
  345.48,   725.10,   598.21
  356.03,   849.49,   348.11
  352.54,   849.75,   473.07
  349.01,   850.08,   598.00
  473.85,   596.06,   352.03
  470.33,   596.34,   476.95
  466.84,   596.65,   601.92
  477.39,   721.01,   351.84
  473.86,   721.27,   476.75
  470.38,   721.60,   601.75
  480.93,   845.95,   351.63
  477.40,   846.22,   476.58
  473.90,   846.54,   601.54
  598.77,   592.54,   355.55
  595.26,   592.79,   480.46
  591.73,   593.12,   605.45
  602.31,   717.49,   355.35
  598.79,   717.73,   480.25
  595.28,   718.05,   605.26
  605.84,   842.44,   355.16
  602.33,   842.71,   480.08
  598.82,   843.01,   605.05
  351.66,   600.99,   475.46
  354.46,   602.55,   600.43
  357.21,   604.12,   725.40
  351.92,   725.97,   473.89
  354.70,   727.53,   598.88
  357.50,   729.07,   723.82
  352.18,   850.95,   472.35
  354.95,   852.55,   597.29
  357.74,   854.07,   722.28
  476.61,   600.70,   472.66
  479.42,   602.29,   597.64
  482.24,   603.82,   722.59
  476.86,   725.67,   471.10
  479.67,   727.27,   596.10
  482.47,   728.80,   721.01
  477.10,   850.67,   469.55
  479.91,   852.26,   594.52
  482.72,   853.81,   719.46
  601.60,   600.40,   469.87
  604.38,   602.00,   594.87
  607.17,   603.53,   719.79
  601.85,   725.39,   468.29
  604.64,   726.97,   593.30
  607.41,   728.50,   718.25
  602.10,   850.40,   466.75
  604.89,   851.96,   591.73
  607.67,   853.51,   716.68
  350.84,   601.43,   601.84
  351.63,   604.69,   726.80
  352.46,   607.93,   851.73
  353.18,   726.37,   598.58
  354.02,   729.58,   723.53
  354.86,   732.84,   848.53
  355.53,   851.32,   595.31
  356.36,   854.53,   720.29
  357.19,   857.77,   845.27
  475.81,   599.07,   601.07
  476.66,   602.30,   726.00
  477.50,   605.56,   850.94
  478.16,   724.00,   597.82
  479.01,   727.23,   722.73
  479.86,   730.45,   847.72
  480.50,   848.94,   594.56
  481.35,   852.18,   719.49
  482.18,   855.44,   844.38
  600.78,   596.71,   600.31
  601.61,   599.92,   725.22
  602.45,   603.17,   850.18
  603.14,   721.63,   597.04
  603.96,   724.84,   721.99
  604.79,   728.11,   846.97
  605.49,   846.56,   593.76
  606.31,   849.78,   718.73
  607.16,   853.02,   843.72
  474.02,   101.95,   100.39
  471.50,   101.18,   225.38
  468.93,   100.34,   350.29
  472.43,   226.96,   101.17
  469.92,   226.15,   226.12
  467.38,   225.35,   351.08
  470.88,   351.94,   101.91
  468.31,   351.14,   226.91
  465.80,   350.35,   351.86
  598.95,   103.53,   102.93
  596.45,   102.72,   227.91
  593.93,   101.92,   352.88
  597.43,   228.51,   103.68
  594.89,   227.73,   228.68
  592.37,   226.89,   353.62
  595.85,   353.48,   104.45
  593.35,   352.71,   229.44
  590.80,   351.90,   354.40
  723.95,   105.05,   105.45
  721.49,   104.27,   230.44
  718.82,   103.51,   355.42
  722.37,   230.04,   106.22
  719.82,   229.27,   231.21
  717.31,   228.44,   356.14
  720.81,   355.06,   106.98
  718.31,   354.25,   231.96
  715.75,   353.46,   356.94
  476.20,    99.54,   224.87
  478.76,    99.71,   349.78
  481.40,    99.98,   474.80
  472.84,   224.47,   224.70
  475.43,   224.68,   349.66
  478.02,   224.92,   474.69
  469.44,   349.44,   224.58
  472.07,   349.65,   349.53
  474.65,   349.86,   474.54
  601.13,   102.88,   222.26
  603.71,   103.08,   347.23
  606.35,   103.30,   472.21
  597.77,   227.85,   222.12
  600.36,   228.02,   347.06
  602.98,   228.27,   472.05
  594.46,   352.80,   221.97
  597.03,   352.99,   346.93
  599.64,   353.23,   471.92
  726.15,   106.18,   219.64
  728.55,   106.47,   344.63
  731.32,   106.60,   469.54
  722.68,   231.18,   219.51
  725.27,   231.37,   344.46
  727.91,   231.63,   469.47
  719.36,   356.15,   219.36
  721.94,   356.34,   344.34
  724.52,   356.57,   469.31
  473.48,    99.40,   349.84
  472.28,    96.75,   474.85
  471.01,    94.02,   599.79
  469.86,   224.34,   352.52
  468.60,   221.66,   477.55
  467.36,   218.92,   602.45
  466.22,   349.27,   355.21
  464.95,   346.57,   480.20
  463.75,   343.87,   605.12
  598.45,   103.03,   351.23
  597.22,   100.35,   476.20
  595.91,    97.63,   601.15
  594.82,   227.94,   353.86
  593.58,   225.27,   478.85
  592.31,   222.53,   603.79
  591.19,   352.87,   356.54
  589.96,   350.19,   481.52
  588.66,   347.48,   606.47
  723.31,   106.67,   352.56
  722.22,   103.89,   477.47
  720.84,   101.25,   602.49
  719.74,   231.54,   355.19
  718.52,   228.88,   480.20
  717.24,   226.15,   605.12
  716.12,   356.48,   357.88
  714.85,   353.79,   482.84
  713.61,   351.08,   607.82
  473.29,   101.88,   473.59
  471.04,    98.20,   598.48
  468.78,    94.55,   723.44
  471.74,   226.81,   477.25
  469.51,   223.13,   602.11
  467.28,   219.50,   727.07
  470.21,   351.73,   480.85
  468.01,   348.09,   605.74
  465.77,   344.46,   730.67
  598.27,   103.31,   475.89
  595.97,    99.65,   600.79
  593.79,    96.03,   725.73
  596.75,   228.26,   479.50
  594.49,   224.57,   604.40
  592.25,   220.95,   729.36
  595.24,   353.20,   483.12
  592.96,   349.54,   608.03
  590.74,   345.89,   732.97
  723.29,   104.70,   478.11
  720.93,   101.11,   603.09
  718.75,    97.43,   727.99
  721.72,   229.71,   481.80
  719.44,   226.02,   606.68
  717.23,   222.39,   731.64
  720.18,   354.64,   485.40
  717.95,   350.98,   610.34
  715.70,   347.35,   735.23
  476.43,   100.18,   598.14
  478.03,    98.55,   723.14
  479.64,    96.91,   848.13
  479.28,   225.12,   599.73
  480.89,   223.51,   724.75
  482.49,   221.87,   849.71
  482.15,   350.10,   601.33
  483.76,   348.48,   726.31
  485.35,   346.85,   851.28
  601.36,    97.35,   596.52
  603.02,    95.74,   721.50
  604.61,    94.11,   846.45
  604.24,   222.29,   598.09
  605.86,   220.68,   723.10
  607.47,   219.06,   848.10
  607.08,   347.27,   599.70
  608.70,   345.64,   724.68
  610.33,   344.02,   849.64
  726.28,    94.60,   594.92
  727.97,    92.87,   719.82
  729.59,    91.24,   844.84
  729.19,   219.45,   596.43
  730.82,   217.84,   721.44
  732.37,   216.25,   846.44
  732.05,   344.44,   598.07
  733.67,   342.83,   723.02
  735.29,   341.17,   848.01
  475.16,   226.37,   100.37
  474.67,   226.82,   225.35
  474.15,   227.27,   350.34
  475.05,   351.36,    99.87
  474.49,   351.83,   224.92
  474.00,   352.29,   349.88
  474.96,   476.42,    99.44
  474.36,   476.81,   224.43
  473.88,   477.28,   349.41
  600.18,   226.50,   100.87
  599.66,   226.97,   225.88
  599.16,   227.41,   350.85
  600.05,   351.46,   100.40
  599.58,   351.97,   225.41
  599.03,   352.41,   350.39
  599.87,   476.50,    99.96
  599.42,   476.95,   224.93
  598.89,   477.43,   349.94
  725.13,   226.62,   101.39
  724.64,   227.09,   226.39
  724.13,   227.53,   351.35
  725.06,   351.64,   100.90
  724.54,   352.10,   225.92
  724.01,   352.56,   350.92
  724.92,   476.62,   100.48
  724.35,   477.08,   225.43
  723.89,   477.54,   350.44
  474.29,   225.86,   224.14
  476.37,   228.40,   349.08
  478.47,   230.95,   474.10
  472.98,   350.85,   221.65
  475.09,   353.37,   346.58
  477.18,   355.90,   471.56
  471.71,   475.80,   219.13
  473.84,   478.34,   344.07
  475.92,   480.86,   469.04
  599.27,   227.12,   222.04
  601.36,   229.61,   346.95
  603.48,   232.18,   471.94
  598.04,   352.08,   219.52
  600.11,   354.59,   344.46
  602.22,   357.14,   469.44
  596.75,   477.03,   216.99
  598.82,   479.58,   341.97
  600.96,   482.09,   466.90
  724.23,   228.33,   219.90
  726.32,   230.83,   344.84
  728.45,   233.40,   469.84
  722.99,   353.31,   217.40
  725.06,   355.83,   342.36
  727.14,   358.37,   467.31
  721.65,   478.25,   214.87
  723.80,   480.78,   339.84
  725.87,   483.31,   464.77
  475.92,   223.01,   349.07
  477.04,   222.88,   474.13
  478.19,   222.70,   599.06
  478.81,   347.97,   349.21
  479.94,   347.84,   474.23
  481.10,   347.69,   599.19
  481.72,   472.94,   349.32
  482.86,   472.78,   474.33
  484.01,   472.64,   599.33
  600.89,   220.09,   347.93
  602.05,   219.97,   472.95
  603.15,   219.80,   597.93
  603.81,   345.06,   348.08
  604.96,   344.95,   473.08
  606.04,   344.80,   598.07
  606.71,   470.05,   348.21
  607.87,   469.88,   473.18
  608.95,   469.74,   598.19
  725.82,   217.18,   346.81
  727.01,   217.06,   471.83
  728.10,   216.88,   596.79
  728.75,   342.17,   346.96
  729.86,   342.04,   471.96
  731.01,   341.88,   596.96
  731.66,   467.12,   347.07
  732.77,   466.98,   472.03
  733.95,   466.81,   597.04
  473.22,   225.89,   476.59
  473.02,   224.51,   601.51
  472.82,   223.20,   726.55
  471.80,   350.87,   477.91
  471.64,   349.52,   602.86
  471.42,   348.19,   727.86
  470.41,   475.84,   479.22
  470.23,   474.49,   604.22
  470.04,   473.14,   729.20
  598.25,   227.29,   476.77
  598.03,   225.92,   601.74
  597.82,   224.60,   726.78
  596.85,   352.28,   478.12
  596.60,   350.93,   603.10
  596.41,   349.59,   728.10
  595.46,   477.24,   479.43
  595.20,   475.90,   604.45
  594.99,   474.56,   729.45
  723.24,   228.70,   477.02
  722.99,   227.33,   601.96
  722.81,   226.00,   726.99
  721.80,   353.68,   478.34
  721.60,   352.33,   603.35
  721.40,   351.00,   728.31
  720.39,   478.64,   479.64
  720.23,   477.29,   604.65
  720.00,   475.95,   729.66
  474.14,   226.80,   600.47
  473.76,   228.59,   725.48
  473.36,   230.35,   850.45
  472.01,   351.78,   598.70
  471.63,   353.57,   723.68
  471.22,   355.33,   848.68
  469.87,   476.74,   596.93
  469.52,   478.51,   721.91
  469.12,   480.29,   846.93
  599.13,   228.95,   600.82
  598.76,   230.75,   725.83
  598.39,   232.51,   850.82
  596.97,   353.94,   599.06
  596.61,   355.71,   724.05
  596.23,   357.47,   849.02
  594.83,   478.90,   597.28
  594.44,   480.67,   722.28
  594.07,   482.43,   847.28
  724.09,   231.11,   601.17
  723.74,   232.89,   726.18
  723.32,   234.65,   851.16
  721.97,   356.08,   599.42
  721.58,   357.87,   724.38
  721.22,   359.62,   849.38
  719.84,   481.03,   597.61
  719.45,   482.80,   722.62
  719.04,   484.61,   847.59
  475.36,   350.49,    98.27
  476.43,   354.19,   223.26
  477.57,   357.85,   348.16
  472.12,   475.45,    94.65
  473.14,   479.07,   219.59
  474.28,   482.75,   344.51
  468.80,   600.35,    91.00
  469.89,   603.97,   215.91
  470.99,   607.67,   340.90
  600.30,   353.73,    97.07
  601.47,   357.46,   222.03
  602.55,   361.11,   346.96
  596.95,   478.67,    93.45
  598.15,   482.35,   218.36
  599.24,   486.03,   343.33
  593.70,   603.56,    89.80
  594.84,   607.24,   214.73
  595.95,   610.96,   339.70
  725.29,   357.02,    95.84
  726.40,   360.73,   220.81
  727.49,   364.38,   345.76
  721.96,   481.94,    92.24
  723.02,   485.59,   217.15
  724.20,   489.27,   342.10
  718.60,   606.91,    88.59
  719.81,   610.51,   213.52
  720.90,   614.22,   338.48
  473.10,   348.99,   226.85
  474.92,   352.50,   351.76
  476.70,   356.01,   476.72
  474.42,   473.91,   223.29
  476.24,   477.44,   348.22
  478.03,   480.95,   473.17
  475.80,   598.86,   219.73
  477.57,   602.39,   344.71
  479.34,   605.90,   469.63
  598.17,   347.63,   225.09
  599.94,   351.12,   350.01
  601.74,   354.67,   474.97
  599.46,   472.55,   221.53
  601.23,   476.08,   346.48
  603.06,   479.58,   471.41
  600.77,   597.50,   218.01
  602.55,   601.05,   342.98
  604.35,   604.51,   467.86
  723.13,   346.27,   223.33
  724.89,   349.77,   348.27
  726.67,   353.30,   473.21
  724.38,   471.18,   219.78
  726.21,   474.69,   344.73
  727.98,   478.22,   469.63
  725.77,   596.13,   216.25
  727.54,   599.68,   341.21
  729.31,   603.16,   466.14
  473.32,   349.73,   349.25
  474.36,   346.74,   474.24
  475.45,   343.72,   599.17
  475.34,   474.67,   352.22
  476.39,   471.67,   477.20
  477.46,   468.66,   602.16
  477.35,   599.63,   355.24
  478.40,   596.63,   480.17
  479.47,   593.65,   605.15
  598.34,   347.73,   348.16
  599.40,   344.77,   473.13
  600.41,   341.75,   598.08
  600.33,   472.70,   351.14
  601.43,   469.69,   476.09
  602.43,   466.69,   601.06
  602.35,   597.66,   354.15
  603.41,   594.62,   479.07
  604.44,   591.67,   604.06
  723.30,   345.75,   347.07
  724.33,   342.78,   472.03
  725.39,   339.76,   597.01
  725.31,   470.69,   350.04
  726.34,   467.69,   474.97
  727.44,   464.68,   599.94
  727.33,   595.67,   353.03
  728.36,   592.66,   477.99
  729.42,   589.69,   602.97
  474.75,   350.04,   476.32
  477.22,   349.34,   601.26
  479.65,   348.65,   726.24
  476.71,   475.01,   476.96
  479.16,   474.31,   601.93
  481.62,   473.61,   726.90
  478.66,   600.00,   477.61
  481.11,   599.33,   602.60
  483.55,   598.60,   727.55
  599.77,   348.13,   473.87
  602.15,   347.41,   598.84
  604.59,   346.71,   723.81
  601.73,   473.08,   474.51
  604.11,   472.38,   599.50
  606.52,   471.68,   724.49
  603.65,   598.05,   475.17
  606.06,   597.39,   600.19
  608.48,   596.67,   725.12
  724.68,   346.19,   471.43
  727.12,   345.47,   596.42
  729.56,   344.79,   721.36
  726.63,   471.14,   472.05
  729.10,   470.43,   597.04
  731.53,   469.74,   722.03
  728.58,   596.13,   472.75
  731.02,   595.46,   597.75
  733.47,   594.74,   722.68
  473.49,   351.16,   598.08
  473.12,   353.69,   723.05
  472.71,   356.19,   848.03
  474.49,   476.11,   595.58
  474.14,   478.63,   720.54
  473.75,   481.15,   845.55
  475.48,   601.12,   593.07
  475.13,   603.62,   718.03
  474.75,   606.13,   842.97
  598.47,   350.18,   598.49
  598.10,   352.69,   723.46
  597.75,   355.20,   848.43
  599.48,   475.13,   595.97
  599.08,   477.65,   720.96
  598.71,   480.15,   845.94
  600.47,   600.14,   593.49
  600.09,   602.62,   718.43
  599.73,   605.13,   843.38
  723.48,   349.18,   598.90
  723.10,   351.71,   723.84
  722.74,   354.20,   848.83
  724.51,   474.13,   596.35
  724.11,   476.65,   721.34
  723.71,   479.19,   846.30
  725.46,   599.15,   593.89
  725.11,   601.64,   718.82
  724.71,   604.14,   843.82
  475.85,   474.65,   100.28
  473.46,   472.98,   225.23
  471.18,   471.38,   350.19
  478.22,   599.60,   101.91
  475.90,   597.95,   226.86
  473.58,   596.36,   351.87
  480.57,   724.52,   103.56
  478.31,   722.92,   228.53
  475.97,   721.32,   353.52
  600.72,   472.19,   102.56
  598.47,   470.56,   227.50
  596.15,   468.97,   352.48
  603.15,   597.07,   104.18
  600.85,   595.54,   229.18
  598.55,   593.95,   354.15
  605.55,   722.08,   105.80
  603.22,   720.51,   230.82
  600.94,   718.91,   355.80
  725.72,   469.76,   104.84
  723.37,   468.13,   229.77
  721.10,   466.52,   354.75
  728.19,   594.73,   106.44
  725.80,   593.13,   231.43
  723.50,   591.52,   356.41
  730.50,   719.68,   108.08
  728.20,   718.07,   233.09
  725.88,   716.48,   358.07
  474.36,   476.96,   224.84
  474.12,   480.69,   349.75
  473.86,   484.43,   474.72
  473.94,   601.89,   221.06
  473.65,   605.65,   346.05
  473.38,   609.38,   470.97
  473.46,   726.83,   217.33
  473.16,   730.59,   342.31
  472.90,   734.30,   467.23
  599.42,   477.45,   225.06
  599.14,   481.20,   350.03
  598.91,   484.92,   474.95
  598.92,   602.40,   221.35
  598.66,   606.16,   346.31
  598.41,   609.85,   471.21
  598.42,   727.33,   217.58
  598.18,   731.11,   342.56
  597.93,   734.80,   467.45
  724.34,   477.93,   225.31
  724.13,   481.67,   350.27
  723.86,   485.41,   475.18
  723.93,   602.89,   221.59
  723.66,   606.65,   346.54
  723.39,   610.35,   471.48
  723.42,   727.82,   217.83
  723.15,   731.57,   342.82
  722.92,   735.29,   467.69
  473.78,   474.70,   351.97
  477.28,   472.18,   476.92
  480.81,   469.67,   601.84
  472.85,   599.68,   354.54
  476.35,   597.16,   479.43
  479.87,   594.67,   604.39
  471.91,   724.65,   357.08
  475.42,   722.12,   481.97
  478.94,   719.64,   606.94
  598.74,   475.72,   348.50
  602.29,   473.20,   473.41
  605.75,   470.69,   598.35
  597.81,   600.70,   351.06
  601.33,   598.15,   475.95
  604.82,   595.68,   600.91
  596.87,   725.68,   353.59
  600.39,   723.12,   478.47
  603.88,   720.64,   603.44
  723.69,   476.70,   345.01
  727.17,   474.20,   469.91
  730.73,   471.67,   594.84
  722.75,   601.71,   347.56
  726.25,   599.18,   472.48
  729.76,   596.70,   597.42
  721.80,   726.66,   350.10
  725.33,   724.13,   474.98
  728.83,   721.64,   599.95
  473.03,   474.49,   474.06
  472.13,   477.97,   599.00
  471.24,   481.45,   723.95
  471.44,   599.43,   470.54
  470.54,   602.94,   595.51
  469.63,   606.41,   720.44
  469.86,   724.35,   467.04
  468.95,   727.88,   592.03
  468.03,   731.35,   716.93
  598.08,   476.10,   474.93
  597.11,   479.59,   599.89
  596.17,   483.09,   724.85
  596.47,   601.03,   471.43
  595.52,   604.57,   596.42
  594.59,   608.03,   721.32
  594.87,   725.97,   467.90
  593.94,   729.49,   592.90
  593.00,   732.95,   717.84
  723.01,   477.72,   475.79
  722.13,   481.20,   600.75
  721.19,   484.69,   725.72
  721.43,   602.66,   472.33
  720.49,   606.19,   597.30
  719.59,   609.66,   722.20
  719.86,   727.59,   468.78
  718.91,   731.10,   593.77
  718.00,   734.57,   718.71
  474.25,   474.46,   599.29
  477.67,   470.82,   724.19
  481.04,   467.19,   849.12
  471.76,   599.41,   603.01
  475.17,   595.75,   727.89
  478.54,   592.13,   852.79
  469.28,   724.33,   606.74
  472.68,   720.67,   731.58
  476.07,   717.02,   856.52
  599.18,   477.05,   595.98
  602.53,   473.41,   720.91
  605.91,   469.76,   845.82
  596.68,   602.00,   599.72
  600.07,   598.33,   724.58
  603.45,   594.69,   849.49
  594.22,   726.90,   603.42
  597.58,   723.23,   728.30
  600.96,   719.63,   853.24
  724.13,   479.62,   592.66
  727.51,   475.98,   717.58
  730.86,   472.36,   842.44
  721.61,   604.59,   596.42
  725.02,   600.92,   721.28
  728.39,   597.27,   846.21
  719.14,   729.48,   600.10
  722.53,   725.82,   724.98
  725.91,   722.19,   849.89
  477.00,   598.99,    98.83
  476.71,   598.73,   223.81
  476.42,   598.54,   348.84
  475.28,   723.96,    99.06
  475.04,   723.72,   224.02
  474.74,   723.52,   349.06
  473.58,   848.91,    99.27
  473.34,   848.71,   224.24
  473.07,   848.51,   349.25
  601.96,   600.59,    99.09
  601.69,   600.42,   224.12
  601.42,   600.23,   349.13
  600.30,   725.64,    99.31
  600.00,   725.41,   224.31
  599.75,   725.21,   349.33
  598.64,   850.65,    99.52
  598.33,   850.41,   224.52
  598.07,   850.20,   349.54
  726.99,   602.34,    99.37
  726.70,   602.11,   224.37
  726.41,   601.91,   349.39
  725.25,   727.30,    99.60
  724.99,   727.09,   224.58
  724.71,   726.88,   349.61
  723.59,   852.29,    99.81
  723.34,   852.09,   224.81
  723.06,   851.86,   349.82
  475.40,   599.21,   225.02
  472.26,   600.35,   350.01
  469.15,   601.47,   474.95
  479.03,   724.15,   223.99
  475.89,   725.29,   348.98
  472.78,   726.40,   473.91
  482.62,   849.09,   222.96
  479.51,   850.24,   347.93
  476.39,   851.35,   472.88
  600.30,   595.63,   228.20
  597.18,   596.77,   353.17
  594.09,   597.86,   478.08
  603.89,   720.57,   227.16
  600.81,   721.71,   352.12
  597.71,   722.80,   477.03
  607.53,   845.52,   226.10
  604.43,   846.65,   351.08
  601.33,   847.76,   476.01
  725.20,   592.04,   231.32
  722.09,   593.17,   356.29
  718.96,   594.27,   481.24
  728.83,   716.96,   230.29
  725.70,   718.10,   355.25
  722.62,   719.20,   480.18
  732.40,   841.91,   229.23
  729.35,   843.02,   354.21
  726.21,   844.19,   479.14
  476.42,   600.22,   348.44
  476.89,   596.56,   473.36
  477.38,   592.93,   598.32
  474.54,   725.15,   352.10
  475.02,   721.47,   477.02
  475.51,   717.86,   602.00
  472.67,   850.07,   355.74
  473.13,   846.40,   480.69
  473.63,   842.78,   605.65
  601.42,   602.12,   348.02
  601.91,   598.42,   472.93
  602.37,   594.82,   597.91
  599.55,   727.05,   351.68
  600.03,   723.35,   476.57
  600.50,   719.73,   601.57
  597.68,   851.98,   355.34
  598.15,   848.31,   480.25
  598.63,   844.67,   605.21
  726.40,   604.01,   347.59
  726.86,   600.33,   472.53
  727.34,   596.71,   597.50
  724.51,   728.92,   351.25
  725.01,   725.25,   476.15
  725.48,   721.61,   601.14
  722.66,   853.84,   354.91
  723.10,   850.21,   479.84
  723.62,   846.55,   604.80
  475.62,   601.50,   474.59
  475.47,   598.64,   599.58
  475.32,   595.73,   724.53
  477.36,   726.44,   477.48
  477.21,   723.59,   602.49
  477.05,   720.68,   727.40
  479.09,   851.39,   480.38
  478.94,   848.54,   605.36
  478.78,   845.63,   730.31
  600.64,   599.75,   474.72
  600.45,   596.90,   599.73
  600.28,   593.99,   724.65
  602.37,   724.70,   477.60
  602.20,   721.84,   602.61
  602.01,   718.92,   727.56
  604.10,   849.68,   480.51
  603.94,   846.79,   605.49
  603.74,   843.88,   730.47
  725.60,   598.03,   474.87
  725.43,   595.18,   599.86
  725.29,   592.26,   724.78
  727.36,   722.97,   477.72
  727.17,   720.09,   602.73
  727.02,   717.20,   727.67
  729.06,   847.95,   480.63
  728.92,   845.06,   605.63
  728.76,   842.16,   730.56
  473.01,   598.88,   601.48
  474.58,   598.67,   726.45
  476.13,   598.51,   851.43
  470.62,   723.85,   601.71
  472.18,   723.64,   726.65
  473.76,   723.44,   851.67
  468.22,   848.81,   601.92
  469.79,   848.63,   726.89
  471.34,   848.47,   851.80
  597.96,   601.27,   599.95
  599.52,   601.05,   724.90
  601.08,   600.87,   849.89
  595.58,   726.22,   600.16
  597.12,   726.02,   725.13
  598.67,   725.86,   850.15
  593.19,   851.20,   600.36
  594.74,   851.00,   725.34
  596.30,   850.81,   850.39
  722.92,   603.67,   598.40
  724.50,   603.45,   723.34
  726.06,   603.26,   848.37
  720.54,   728.61,   598.60
  722.11,   728.42,   723.56
  723.65,   728.25,   848.55
  718.16,   853.57,   598.83
  719.70,   853.42,   723.78
  721.27,   853.22,   848.77
  599.24,    99.83,    98.64
  598.00,    96.64,   223.60
  596.72,    93.42,   348.57
  598.74,   224.80,   101.85
  597.47,   221.60,   226.81
  596.19,   218.36,   351.72
  598.21,   349.74,   105.04
  596.96,   346.55,   230.01
  595.67,   343.32,   354.95
  724.23,   100.37,    99.93
  723.00,    97.11,   224.84
  721.67,    93.94,   349.84
  723.71,   225.29,   103.14
  722.43,   222.09,   228.08
  721.16,   218.85,   353.01
  723.19,   350.27,   106.32
  721.94,   347.06,   231.29
  720.64,   343.83,   356.24
  849.22,   100.85,   101.20
  847.96,    97.63,   226.17
  846.71,    94.42,   351.12
  848.75,   225.78,   104.41
  847.50,   222.56,   229.34
  846.18,   219.38,   354.32
  848.11,   350.79,   107.61
  846.84,   347.58,   232.59
  845.63,   344.33,   357.53
  598.19,    98.97,   226.87
  598.46,    97.83,   351.87
  598.78,    96.72,   476.88
  597.20,   223.97,   228.01
  597.49,   222.80,   352.97
  597.81,   221.69,   477.99
  596.26,   348.96,   229.14
  596.52,   347.80,   354.13
  596.82,   346.70,   479.14
  723.21,    99.93,   226.56
  723.40,    98.84,   351.58
  723.83,    97.66,   476.55
  722.17,   224.94,   227.72
  722.46,   223.78,   352.68
  722.79,   222.68,   477.72
  721.24,   349.94,   228.86
  721.50,   348.80,   353.86
  721.78,   347.67,   478.86
  848.18,   100.93,   226.31
  848.44,    99.80,   351.28
  848.80,    98.68,   476.33
  847.24,   225.89,   227.40
  847.49,   224.79,   352.43
  847.78,   223.63,   477.40
  846.14,   350.95,   228.59
  846.48,   349.78,   353.58
  846.80,   348.66,   478.55
  601.53,   100.48,   351.50
  598.21,   100.09,   476.47
  594.80,    99.66,   601.40
  599.08,   225.44,   351.81
  595.74,   225.06,   476.79
  592.37,   224.63,   601.72
  596.61,   350.42,   352.16
  593.28,   350.05,   477.14
  589.88,   349.63,   602.08
  726.40,   102.97,   354.86
  723.19,   102.49,   479.77
  719.72,   102.13,   604.76
  723.98,   227.89,   355.17
  720.66,   227.53,   480.16
  717.28,   227.09,   605.08
  721.52,   352.89,   355.54
  718.17,   352.50,   480.50
  714.82,   352.08,   605.45
  851.36,   105.40,   358.19
  848.07,   104.98,   483.18
  844.68,   104.56,   608.09
  848.95,   230.38,   358.56
  845.58,   229.96,   483.50
  842.22,   229.56,   608.46
  846.45,   355.35,   358.91
  843.12,   354.95,   483.84
  839.75,   354.54,   608.82
  600.08,    98.51,   474.93
  600.31,    95.91,   599.88
  600.68,    93.34,   724.85
  596.83,   223.44,   477.51
  597.10,   220.81,   602.46
  597.39,   218.26,   727.47
  593.58,   348.38,   480.11
