27, 125 pa2-unknown-j-our-output2.txt
  476.92,   725.27,   721.51
  600.33,   479.92,   466.07
  603.82,   479.27,   591.04
  607.90,   478.65,   716.00
  597.55,   605.00,   467.08
  601.24,   604.28,   592.10
  604.75,   603.69,   717.09
  594.43,   730.08,   467.83
  598.09,   729.07,   593.18
  601.61,   728.31,   717.95
  351.89,   474.90,   598.27
  354.59,   477.74,   723.39
  356.73,   480.13,   848.03
  353.02,   599.74,   595.61
  355.65,   602.77,   720.51
  358.28,   605.28,   845.60
  354.16,   724.72,   592.72
  356.89,   727.43,   717.79
  359.43,   730.07,   842.63
  476.96,   473.56,   595.99
  479.62,   476.21,   720.59
  481.82,   479.14,   845.66
  478.08,   598.57,   593.10
  480.49,   601.39,   718.18
  483.11,   604.17,   843.03
  479.27,   723.41,   590.25
  481.93,   726.32,   715.43
  484.14,   729.14,   840.18
  602.02,   472.34,   593.49
  604.32,   475.02,   718.18
  606.91,   477.95,   843.16
  603.29,   597.56,   590.72
  605.80,   600.28,   715.59
  608.30,   602.82,   840.63
  604.18,   722.59,   587.80
  606.91,   725.20,   712.83
  609.23,   727.91,   837.76
  350.87,   601.09,   101.72
  351.36,   603.71,   226.62
  351.57,   606.12,   351.77
  353.78,   725.81,    99.08
  354.30,   728.52,   224.11
  354.56,   731.26,   349.03
  356.96,   850.86,    96.17
  357.15,   853.52,   221.28
  357.82,   856.32,   346.25
  475.96,   597.83,   101.30
  476.20,   600.61,   226.35
  476.72,   603.37,   351.28
  478.89,   722.76,    98.72
  479.19,   725.41,   223.72
  479.66,   728.35,   348.86
  481.79,   847.75,    96.18
  482.15,   850.63,   220.85
  482.57,   853.18,   345.90
  600.90,   595.16,   101.22
  601.19,   597.56,   225.96
  601.38,   600.41,   350.99
  603.78,   719.65,    98.52
  604.22,   722.38,   223.51
  604.43,   725.29,   348.47
  606.80,   844.75,    95.70
  607.37,   847.63,   220.69
  607.69,   850.11,   345.86
  351.19,   601.57,   224.83
  353.07,   600.58,   350.07
  354.73,   599.58,   474.88
  350.11,   726.96,   225.95
  351.85,   725.89,   351.05
  353.63,   724.74,   475.95
  348.79,   851.73,   227.19
  350.76,   850.68,   352.14
  352.55,   849.68,   477.13
  476.38,   603.07,   223.20
  477.87,   602.11,   348.24
  479.89,   600.93,   473.38
  474.87,   728.06,   224.38
  476.74,   726.86,   349.24
  478.46,   725.93,   474.31
  473.95,   852.84,   225.17
  475.67,   852.12,   350.23
  477.54,   850.79,   475.04
  601.33,   604.11,   221.48
  603.12,   602.99,   346.61
  604.82,   602.27,   471.31
  600.20,   728.98,   222.66
  601.92,   728.28,   347.56
  603.59,   727.24,   472.45
  598.70,   854.13,   223.43
  600.47,   853.17,   348.34
  602.35,   852.16,   473.51
  348.79,   598.17,   349.66
  350.13,   600.40,   474.30
  351.65,   602.91,   599.37
  349.25,   722.98,   347.23
  350.64,   725.45,   472.31
  351.88,   727.74,   597.19
  349.49,   848.02,   344.79
  351.08,   850.19,   469.84
  352.38,   852.60,   594.75
  473.73,   597.62,   347.92
  475.19,   599.98,   472.88
  476.75,   602.13,   597.93
  474.05,   722.60,   345.71
  475.54,   724.82,   470.85
  476.91,   727.24,   595.71
  474.55,   847.57,   343.41
  475.96,   850.00,   468.42
  477.25,   852.39,   593.53
  598.76,   597.14,   346.56
  600.33,   599.59,   471.60
  601.59,   601.93,   596.67
  599.44,   722.21,   344.63
  600.48,   724.53,   469.27
  601.83,   726.90,   594.52
  599.66,   847.14,   341.90
  600.82,   849.46,   466.92
  602.28,   851.88,   591.95
  351.41,   601.09,   472.96
  354.01,   598.53,   598.20
  356.60,   595.87,   723.16
  348.50,   726.20,   475.84
  351.12,   723.44,   600.63
  353.82,   720.88,   725.84
  345.45,   851.17,   478.53
  348.33,   848.63,   603.24
  350.65,   845.80,   728.42
  476.55,   603.96,   470.41
  478.83,   601.71,   595.67
  481.38,   598.80,   720.43
  473.19,   729.03,   473.08
  475.86,   726.47,   598.37
  478.50,   723.79,   723.30
  470.44,   853.92,   475.76
  473.26,   851.47,   600.69
  475.65,   848.90,   725.86
  601.26,   607.00,   467.97
  603.81,   604.37,   592.87
  606.58,   601.83,   718.06
  598.36,   731.94,   470.66
  600.93,   729.41,   595.86
  603.55,   726.96,   720.54
  595.61,   856.93,   473.54
  597.89,   854.32,   598.36
  600.63,   851.61,   723.34
  348.12,   598.02,   601.30
  350.85,   596.14,   726.42
  353.95,   594.64,   851.40
  350.12,   723.21,   602.98
  352.75,   721.50,   728.16
  355.77,   719.54,   853.15
  352.23,   847.92,   604.62
  354.85,   846.07,   729.66
  357.45,   844.54,   854.69
  473.28,   595.96,   598.40
  475.84,   594.38,   723.27
  478.51,   592.46,   848.49
  475.13,   721.18,   600.17
  477.68,   719.31,   725.08
  480.71,   717.45,   850.07
  476.87,   846.14,   601.79
  479.87,   844.43,   726.88
  482.59,   842.52,   851.92
  598.03,   594.35,   595.91
  600.95,   592.64,   720.54
  603.75,   590.77,   845.83
  600.18,   719.19,   597.47
  602.86,   717.63,   722.48
  605.51,   715.90,   847.44
  601.86,   844.42,   599.05
  604.80,   842.60,   724.05
  607.47,   840.78,   848.87
  477.02,    99.92,    98.55
  475.36,    96.17,   223.23
  473.18,    92.55,   348.40
  474.41,   225.06,   102.17
  472.76,   221.26,   226.81
  470.66,   217.40,   351.79
  471.99,   349.67,   105.62
  470.12,   346.14,   230.74
  468.02,   342.57,   355.77
  601.91,   102.46,   100.30
  600.06,    98.65,   225.09
  598.30,    95.04,   350.00
  599.42,   227.38,   103.78
  597.67,   223.74,   229.13
  595.79,   219.89,   353.66
  596.89,   352.25,   107.62
  594.90,   348.62,   232.35
  593.02,   344.99,   357.52
  726.72,   104.97,   102.23
  725.11,   101.32,   227.00
  723.38,    97.57,   351.95
  724.11,   230.07,   105.73
  722.69,   226.30,   230.78
  720.74,   222.48,   355.47
  721.48,   354.90,   109.43
  719.97,   351.00,   234.56
  718.04,   347.60,   359.34
  473.62,    99.76,   224.31
  473.40,    97.15,   349.24
  473.38,    95.25,   474.12
  470.40,   224.58,   226.56
  470.41,   222.08,   351.49
  469.93,   220.05,   476.62
  467.40,   349.55,   228.77
  467.25,   347.13,   353.58
  466.73,   344.80,   478.88
  598.69,   102.65,   224.71
  598.40,   100.58,   349.51
  598.27,    98.40,   474.54
  595.37,   227.82,   226.87
  595.14,   225.38,   351.86
  595.20,   222.98,   476.57
  592.07,   352.80,   229.11
  591.97,   350.46,   354.03
  592.01,   348.29,   479.03
  723.61,   105.87,   224.75
  723.43,   103.79,   349.86
  723.05,   101.24,   474.65
  720.35,   230.86,   226.93
  720.10,   228.47,   352.03
  720.16,   226.27,   477.10
  717.13,   355.85,   229.34
  717.07,   353.58,   354.38
  716.96,   351.28,   479.28
  474.87,   101.11,   349.89
  477.15,   100.29,   474.67
  479.59,    99.11,   599.66
  471.15,   225.97,   350.96
  473.77,   225.28,   475.77
  476.10,   224.03,   600.80
  467.79,   351.12,   351.98
  470.23,   349.97,   476.77
  472.50,   349.24,   601.66
  599.75,   104.93,   347.31
  602.14,   103.71,   472.45
  604.29,   102.80,   597.37
  596.26,   229.42,   348.33
  598.51,   228.78,   473.60
  600.95,   227.81,   598.26
  592.68,   354.68,   349.35
  595.14,   353.67,   474.60
  597.24,   352.63,   599.33
  724.46,   108.10,   345.10
  727.00,   107.05,   470.30
  729.37,   106.17,   595.19
  721.13,   233.25,   346.08
  723.43,   232.07,   471.26
  726.04,   231.33,   596.07
  717.83,   358.15,   347.10
  720.17,   357.24,   472.08
  722.34,   356.21,   597.08
  474.38,   101.32,   473.92
  476.80,   102.93,   599.15
  479.05,   104.33,   723.85
  473.38,   226.63,   472.96
  475.45,   227.96,   597.72
  477.90,   229.10,   722.86
  472.37,   351.72,   471.52
  474.49,   352.99,   596.29
  476.87,   354.14,   721.50
  599.14,   102.58,   471.73
  601.70,   104.06,   596.65
  603.88,   104.96,   721.87
  598.14,   227.43,   470.30
  600.65,   228.95,   595.45
  603.07,   230.04,   720.51
  597.17,   352.78,   469.27
  599.36,   353.95,   594.21
  601.77,   355.16,   719.29
  724.37,   103.64,   469.30
  726.88,   105.03,   594.40
  729.03,   106.28,   719.39
  723.44,   228.50,   467.93
  725.67,   229.82,   593.04
  728.01,   231.17,   718.01
  722.22,   353.70,   466.80
  724.51,   355.10,   591.68
  726.96,   356.45,   716.78
  474.03,   101.64,   599.72
  471.34,   102.51,   724.48
  468.57,   102.79,   849.48
  473.29,   226.84,   599.06
  470.38,   227.44,   724.06
  467.68,   227.79,   849.05
  472.41,   351.70,   598.45
  469.71,   352.45,   723.50
  466.83,   352.81,   848.41
  599.13,   102.51,   602.51
  596.47,   103.35,   727.44
  593.57,   103.92,   852.26
  598.21,   227.60,   601.81
  595.38,   228.30,   726.72
  592.82,   228.80,   851.70
  597.44,   352.89,   601.32
  594.42,   353.11,   726.08
  591.89,   354.02,   851.25
  724.12,   103.81,   605.05
  721.24,   104.45,   730.04
  718.64,   104.79,   855.09
  723.16,   228.81,   604.53
  720.50,   229.15,   729.50
  717.53,   229.87,   854.29
  722.07,   353.51,   603.97
  719.83,   354.34,   728.87
  716.78,   354.80,   853.73
  473.21,   222.87,   100.86
  471.59,   222.70,   225.67
  469.93,   222.39,   350.89
  470.98,   347.88,   101.07
  469.52,   347.71,   226.07
  468.22,   347.24,   351.22
  469.21,   472.92,   101.42
  467.68,   472.53,   226.48
  465.97,   472.43,   351.37
  598.06,   225.10,   102.29
  596.51,   224.70,   227.33
  595.25,   224.60,   352.35
  596.24,   350.04,   102.78
  594.34,   349.66,   227.67
  593.01,   349.62,   352.72
  594.10,   475.06,   103.06
  592.32,   474.86,   227.79
  590.84,   474.37,   352.93
  723.08,   227.11,   103.73
  721.59,   226.75,   229.11
  720.15,   226.60,   353.65
  721.05,   352.26,   103.89
  719.55,   351.62,   229.29
  718.04,   351.47,   354.13
  719.02,   477.23,   104.63
  717.36,   476.59,   229.46
  716.06,   476.43,   354.44
  474.04,   223.08,   223.86
  474.56,   220.21,   348.88
  474.66,   217.03,   473.92
  472.27,   348.34,   226.82
  472.36,   345.17,   352.03
  472.60,   341.86,   476.93
  470.26,   473.16,   229.99
  470.48,   469.98,   355.11
  470.51,   466.74,   480.04
  599.27,   225.25,   223.88
  599.45,   222.31,   348.53
  599.49,   219.09,   473.74
  596.90,   350.17,   226.93
  597.31,   347.23,   351.83
  597.44,   343.80,   476.61
  595.04,   475.13,   229.77
  595.24,   471.91,   354.89
  595.35,   468.95,   479.73
  723.92,   227.30,   223.59
  724.34,   223.98,   348.41
  724.65,   220.87,   473.46
  722.12,   352.27,   226.45
  722.13,   349.04,   351.65
  722.36,   345.88,   476.46
  720.06,   477.23,   229.84
  720.32,   473.93,   354.55
  720.57,   470.78,   479.71
  475.45,   223.89,   351.12
  476.32,   227.77,   476.39
  477.03,   230.98,   601.03
  476.87,   349.05,   347.87
  477.39,   352.69,   472.60
  478.22,   355.90,   597.86
  478.06,   474.00,   344.26
  478.69,   477.62,   469.26
  479.69,   480.80,   593.98
  600.54,   223.05,   350.39
  601.48,   226.31,   475.49
  602.25,   229.96,   600.54
  601.62,   347.78,   347.04
  602.40,   351.19,   471.88
  603.45,   354.78,   596.86
  602.90,   472.85,   343.43
  603.85,   476.30,   468.43
  604.34,   479.63,   593.33
  725.36,   221.60,   349.74
  726.22,   225.11,   474.65
  727.24,   228.86,   599.75
  726.62,   346.57,   346.08
  727.63,   350.10,   471.17
  728.11,   353.45,   596.09
  727.70,   471.82,   342.68
  728.75,   475.15,   467.65
  729.35,   478.68,   592.59
  473.44,   225.07,   474.95
  470.33,   221.87,   600.00
  467.59,   218.79,   724.71
  472.94,   350.25,   477.85
  470.18,   347.00,   603.12
  467.45,   343.86,   727.72
  472.20,   474.91,   481.23
  469.55,   472.08,   605.88
  466.85,   468.93,   731.03
  598.18,   225.59,   477.61
  595.62,   222.24,   602.54
  592.88,   219.46,   727.54
  597.95,   350.42,   480.90
  595.09,   347.36,   605.59
  592.55,   344.22,   730.62
  597.40,   475.20,   483.96
  594.75,   472.26,   608.80
  591.72,   469.15,   733.61
  723.24,   225.95,   480.50
  720.70,   222.96,   605.27
  717.85,   219.57,   730.08
  722.90,   350.97,   483.37
  720.13,   347.55,   608.38
  717.44,   344.65,   733.22
  722.31,   475.87,   486.55
  719.66,   472.80,   611.63
  716.75,   469.42,   736.37
  476.22,   223.02,   599.40
  477.47,   219.42,   724.60
  478.29,   215.45,   849.34
  478.14,   348.08,   603.19
  479.17,   344.09,   728.22
  480.13,   340.65,   853.05
  480.14,   472.80,   607.01
  481.08,   469.00,   731.87
  481.75,   465.31,   856.86
  601.22,   221.41,   598.71
  602.51,   217.43,   723.41
  603.06,   213.81,   848.76
  603.38,   346.31,   602.30
  603.97,   342.53,   727.36
  605.08,   338.98,   852.19
  604.94,   471.16,   605.91
  606.08,   467.27,   730.94
  606.82,   463.84,   855.67
  726.33,   219.47,   597.73
  727.10,   215.84,   722.71
  728.25,   211.96,   847.47
  728.00,   344.41,   601.20
  729.05,   340.67,   726.12
  730.31,   337.26,   851.47
  730.06,   469.48,   604.84
  730.88,   465.51,   730.04
  731.71,   462.08,   854.94
  476.42,   350.31,    98.88
  477.07,   347.88,   223.78
  477.83,   345.80,   348.84
  479.31,   475.18,   101.24
  480.18,   473.03,   226.40
  480.73,   470.67,   351.26
  482.13,   600.13,   103.72
  482.95,   597.76,   228.65
  484.10,   595.75,   353.55
  601.07,   347.60,    98.17
  601.96,   345.10,   223.02
  602.82,   342.87,   348.24
  604.09,   472.47,   100.45
  604.99,   469.92,   225.42
  605.78,   467.52,   350.45
  607.02,   597.26,   102.85
  607.87,   594.91,   227.84
  608.68,   592.58,   352.64
  726.24,   344.46,    97.16
  726.90,   341.88,   222.33
  727.90,   339.82,   347.31
  729.05,   469.12,    99.42
  729.99,   466.78,   224.58
  730.62,   464.69,   349.45
  732.33,   594.26,   101.71
  732.85,   591.71,   226.72
  733.76,   589.85,   351.99
  473.43,   351.83,   224.99
  470.34,   353.90,   349.91
  466.74,   356.15,   474.96
  474.17,   476.68,   222.87
  470.82,   479.11,   347.63
  467.39,   481.28,   472.50
  474.43,   601.88,   220.63
  471.39,   603.94,   345.61
  468.07,   606.19,   470.56
  598.35,   351.32,   228.37
  595.12,   353.74,   353.28
  592.02,   356.02,   478.22
  599.16,   476.44,   226.31
  595.58,   478.59,   351.15
  592.44,   480.81,   476.09
  599.66,   601.42,   223.75
  596.27,   603.60,   349.06
  593.03,   605.90,   473.89
  723.55,   350.74,   231.84
  720.21,   353.20,   356.68
  716.71,   355.33,   481.63
  723.95,   475.89,   229.41
  720.49,   478.19,   354.27
  717.45,   480.41,   479.47
  724.72,   600.80,   227.29
  721.24,   603.11,   352.32
  717.82,   605.41,   477.01
  473.45,   350.92,   348.65
  473.89,   349.71,   473.65
  474.16,   348.64,   598.48
  476.96,   475.79,   349.78
  477.33,   474.78,   474.85
  477.42,   473.75,   599.55
  480.35,   600.85,   350.76
  480.88,   599.56,   475.69
  481.38,   598.50,   600.80
  598.41,   347.52,   348.23
  598.65,   346.38,   473.26
  599.15,   345.23,   598.27
  601.76,   472.58,   349.38
  602.25,   471.06,   474.37
  602.40,   469.97,   599.29
  605.35,   597.20,   350.58
  605.90,   596.11,   475.71
  605.92,   595.07,   600.59
  723.20,   344.10,   347.57
  723.66,   342.75,   472.90
  723.70,   341.54,   597.68
  727.04,   468.69,   348.83
  727.05,   467.52,   474.20
  727.69,   466.46,   598.85
  730.38,   594.03,   350.18
  730.91,   592.65,   475.17
  730.85,   591.59,   600.30
  473.62,   349.74,   473.48
  474.37,   352.91,   598.29
  475.28,   356.57,   723.48
  477.27,   474.45,   470.01
  477.99,   478.10,   594.93
  478.65,   481.38,   720.09
  481.11,   599.62,   466.56
  481.56,   603.08,   591.46
  482.50,   606.23,   716.60
  598.51,   346.17,   472.92
  599.50,   349.30,   597.94
  599.92,   352.95,   722.73
  602.27,   471.00,   469.41
  602.97,   474.40,   594.21
  603.63,   477.56,   719.20
  605.88,   595.78,   465.89
  606.76,   599.37,   590.84
  607.41,   602.80,   715.92
  723.76,   342.29,   472.35
  724.40,   345.65,   597.37
  724.99,   349.16,   722.14
  727.09,   467.22,   468.96
  728.03,   470.71,   593.89
  728.57,   474.05,   718.94
  731.05,   592.19,   465.35
  731.37,   595.43,   590.45
  732.35,   598.98,   715.38
  473.22,   348.88,   601.42
  475.43,   346.62,   726.16
  477.35,   344.37,   851.21
  474.37,   473.77,   603.55
  476.57,   471.42,   728.48
  478.60,   469.14,   853.33
  475.74,   598.54,   605.58
  477.91,   596.30,   730.64
  479.91,   594.13,   855.66
  598.25,   347.39,   599.09
  600.20,   345.37,   724.27
  602.20,   343.16,   848.86
  599.45,   472.53,   601.52
  601.37,   470.43,   726.31
  603.37,   467.91,   851.21
  600.42,   597.68,   603.60
  602.54,   595.26,   728.40
  604.71,   592.91,   853.60
  722.92,   346.24,   596.84
  725.26,   344.35,   721.84
  727.26,   342.02,   847.00
  724.21,   471.47,   599.25
  726.35,   468.90,   724.01
  728.50,   466.62,   848.90
  725.51,   596.34,   601.30
  727.86,   594.13,   726.50
  729.86,   591.86,   851.62
  475.67,   474.02,   100.16
  477.27,   475.92,   225.30
  478.96,   478.14,   350.14
  474.77,   599.42,    98.28
  476.43,   600.95,   223.12
  478.24,   602.88,   348.31
  474.39,   724.14,    96.47
  475.77,   726.38,   221.25
  477.34,   727.98,   346.59
  600.27,   474.78,    98.44
  602.29,   476.76,   223.44
  603.56,   478.47,   348.40
  599.83,   600.13,    96.64
  601.42,   601.65,   221.49
  603.02,   603.71,   346.43
  599.16,   725.06,    94.71
  600.82,   726.94,   219.87
  602.42,   728.50,   344.99
  725.20,   475.43,    96.73
  727.12,   477.58,   221.72
  728.90,   479.26,   346.79
  724.89,   600.56,    94.79
  726.40,   602.43,   219.89
  728.15,   604.35,   344.80
  723.99,   725.61,    93.35
  725.80,   727.53,   217.94
  727.42,   729.23,   343.04
  476.76,   475.05,   223.50
  473.14,   472.04,   348.33
  469.53,   469.30,   473.36
  478.71,   599.88,   226.62
  474.98,   597.13,   351.27
  471.43,   594.24,   476.44
  480.49,   724.81,   229.53
  476.71,   722.11,   354.52
  473.51,   719.15,   479.21
  601.67,   473.11,   227.03
  598.19,   470.23,   352.05
  594.69,   467.16,   476.78
  603.64,   598.18,   230.07
  599.98,   595.31,   354.81
  596.57,   592.43,   479.72
  605.49,   723.02,   232.79
  601.82,   720.03,   357.61
  598.07,   717.19,   482.77
  726.62,   471.34,   230.27
  723.17,   468.23,   355.36
  719.66,   465.22,   480.56
  728.57,   596.23,   233.33
  724.86,   593.26,   358.34
  721.36,   590.21,   483.29
  730.30,   720.93,   236.26
  726.81,   718.32,   361.18
  723.23,   715.37,   485.94
  474.82,   475.97,   350.30
  473.23,   474.50,   475.00
  471.60,   473.36,   600.29
  472.98,   600.87,   351.11
  471.51,   599.53,   476.24
  469.97,   598.57,   601.22
  471.46,   725.91,   352.35
  469.98,   724.72,   477.51
  468.27,   723.61,   602.50
  599.62,   477.52,   351.47
  598.27,   476.21,   476.66
  596.51,   474.99,   601.51
  598.25,   602.29,   352.72
  596.68,   601.16,   477.63
  594.88,   600.23,   602.65
  596.69,   727.55,   353.86
  594.86,   726.07,   479.08
  593.31,   725.28,   603.87
  724.69,   479.25,   353.37
  723.26,   477.99,   478.37
  721.71,   476.74,   603.32
  723.08,   603.92,   354.23
  721.63,   602.96,   479.32
  720.02,   601.55,   604.18
  721.31,   729.20,   355.41
  720.08,   727.68,   480.32
  718.26,   726.92,   605.65
  476.61,   474.81,   473.18
  473.72,   471.22,   598.36
  471.24,   467.53,   723.24
  477.55,   599.45,   476.86
  474.70,   596.02,   601.86
  472.02,   592.45,   726.79
  477.95,   724.46,   480.36
  475.63,   721.04,   605.33
  472.91,   717.63,   730.44
  601.33,   473.89,   475.94
  599.09,   470.21,   601.01
  596.27,   466.85,   725.65
  602.24,   598.81,   479.56
  599.76,   595.19,   604.32
  596.95,   591.57,   729.57
  602.96,   723.69,   483.03
  600.62,   720.19,   608.24
  597.68,   716.71,   732.90
  726.58,   472.82,   478.69
  723.74,   469.37,   603.49
  721.05,   465.84,   728.34
  727.22,   597.83,   482.29
  724.69,   594.50,   607.21
  721.99,   590.76,   732.05
  728.08,   722.58,   485.59
  725.58,   719.27,   610.72
  722.77,   715.51,   735.75
  473.91,   474.13,   600.24
  474.02,   473.34,   725.45
  474.32,   472.52,   850.46
  471.52,   599.23,   601.25
  471.50,   598.07,   726.23
  471.55,   597.40,   851.08
  468.48,   724.09,   602.31
  468.59,   723.35,   726.98
  468.69,   722.34,   852.16
  598.90,   476.97,   600.41
  599.06,   475.95,   725.13
  599.27,   475.27,   850.34
  596.29,   601.79,   601.05
  596.52,   601.06,   726.13
  596.49,   599.94,   851.06
  593.45,   726.70,   602.05
  593.62,   725.70,   726.95
  593.77,   724.90,   852.18
  724.19,   479.49,   600.31
  723.98,   478.76,   725.37
  723.88,   477.94,   850.16
  721.32,   604.61,   601.25
  721.38,   603.70,   726.05
  721.37,   603.07,   851.11
  718.75,   729.57,   601.92
  718.68,   728.44,   727.01
  718.54,   727.52,   851.99
  473.58,   600.38,   101.78
  474.75,   602.04,   227.01
  476.34,   603.91,   351.97
  472.53,   725.67,   100.17
  473.80,   727.18,   225.42
  475.31,   728.93,   350.38
  471.38,   850.60,    98.79
  472.77,   852.04,   223.90
  473.92,   853.91,   348.46
  598.70,   601.85,   100.73
  600.04,   603.21,   225.36
  601.04,   604.82,   350.51
  597.62,   726.52,    98.82
  598.73,   728.05,   223.87
  600.08,   729.84,   349.20
  596.58,   851.72,    97.30
  597.66,   853.10,   222.38
  598.89,   854.92,   347.33
  723.74,   602.65,    99.33
  724.89,   604.36,   224.43
  725.93,   605.80,   349.50
  722.51,   727.61,    97.81
  724.00,   729.47,   222.84
  725.03,   730.96,   347.82
  721.60,   852.72,    96.03
  722.82,   854.08,   221.16
  723.97,   855.97,   345.89
  475.72,   599.75,   226.89
  478.31,   600.49,   351.77
  480.60,   600.66,   476.88
  476.12,   724.90,   226.51
  478.59,   725.13,   351.54
  480.89,   725.81,   476.57
  476.47,   849.81,   226.22
  479.09,   850.34,   351.28
  481.39,   850.82,   475.97
  600.72,   599.35,   224.59
  603.36,   599.91,   349.63
  605.88,   600.17,   474.24
  601.27,   724.58,   224.03
  603.70,   724.91,   349.13
  606.17,   725.49,   473.97
  601.39,   849.59,   223.62
  604.10,   850.01,   348.57
  606.34,   850.13,   473.61
  725.84,   599.16,   221.88
  728.02,   599.64,   347.02
  730.69,   600.02,   471.86
  726.02,   723.93,   221.77
  728.39,   724.69,   346.44
  730.85,   724.73,   471.37
  726.45,   849.17,   221.32
  729.00,   849.65,   346.14
  731.48,   849.92,   471.20
  474.49,   599.56,   348.20
  476.52,   599.87,   473.32
  478.44,   600.10,   598.18
  473.30,   724.66,   348.07
  475.39,   724.63,   472.87
  477.41,   724.87,   598.21
  472.18,   849.55,   347.75
  474.22,   849.81,   473.02
  476.64,   849.80,   598.02
  599.25,   600.41,   346.52
  601.36,   600.67,   471.45
  603.36,   601.01,   596.34
  598.26,   725.49,   346.32
  600.41,   725.53,   471.04
  602.22,   725.94,   596.16
  597.46,   850.56,   345.95
  599.38,   850.61,   471.06
  601.36,   851.00,   595.90
  724.22,   601.62,   344.24
  726.24,   601.75,   469.22
  728.20,   602.01,   594.34
  723.39,   726.39,   344.17
  725.52,   726.92,   469.00
  727.54,   727.19,   594.15
  722.32,   851.45,   343.82
  724.13,   851.79,   469.06
  726.19,   852.08,   593.59
  475.27,   600.37,   474.38
  478.48,   599.08,   599.30
  481.44,   597.68,   724.45
  473.04,   725.40,   475.66
  476.25,   723.83,   600.99
  479.29,   722.25,   725.73
  470.85,   850.35,   477.53
  473.96,   848.85,   602.35
  477.04,   847.35,   727.26
  600.43,   602.46,   471.25
  603.53,   601.14,   596.31
  606.59,   599.65,   721.47
  597.94,   727.45,   472.66
  601.42,   726.02,   597.78
  604.43,   724.74,   722.63
  595.75,   852.60,   474.27
  599.21,   851.19,   599.16
  602.22,   849.67,   724.15
  725.55,   604.95,   468.41
  728.27,   603.29,   593.34
  731.48,   602.08,   718.09
  722.98,   729.92,   469.71
  726.07,   728.27,   594.89
  729.06,   726.94,   719.81
  721.08,   854.80,   471.32
  723.89,   853.33,   596.17
  727.18,   852.02,   721.18
  475.77,   599.10,   598.46
  473.73,   600.68,   723.15
  471.26,   602.22,   848.06
  473.22,   724.20,   596.87
  471.06,   725.73,   721.76
  468.97,   727.16,   846.72
  471.14,   849.12,   595.47
  468.88,   850.52,   720.54
  466.87,   851.97,   845.32
  600.76,   601.62,   600.37
  598.56,   602.85,   725.25
  596.40,   604.55,   850.35
  598.19,   726.45,   599.04
  596.17,   727.74,   724.07
  594.02,   729.46,   848.91
  596.17,   851.64,   597.45
  593.74,   852.81,   722.48
  591.89,   854.17,   847.41
  725.48,   603.73,   602.71
  723.41,   605.38,   727.56
  721.61,   606.63,   852.57
  723.15,   729.08,   601.14
  721.16,   730.15,   725.93
  718.97,   731.77,   851.11
  721.00,   853.75,   599.49
  718.86,   855.10,   724.51
  716.72,   856.57,   849.56
  598.56,    98.27,   100.36
  600.78,   100.57,   225.47
  602.99,   102.82,   350.36
  598.99,   223.12,    98.08
  601.33,   225.41,   223.10
  603.43,   228.11,   347.94
  600.13,   348.19,    95.66
  602.21,   350.31,   220.61
  604.34,   352.88,   345.56
  723.64,    97.46,    98.17
  725.72,    99.65,   223.11
  728.01,   102.39,   348.22
  724.15,   222.37,    95.97
  726.51,   224.71,   220.69
  728.67,   227.21,   345.53
  725.04,   347.18,    93.42
  727.03,   349.76,   218.19
  729.46,   352.13,   343.42
  848.45,    96.64,    96.06
  850.69,    99.10,   221.15
  852.77,   101.27,   345.73
  849.17,   221.64,    93.70
  851.41,   224.14,   218.81
  853.44,   226.43,   343.62
  850.03,   346.53,    91.02
  851.96,   349.07,   216.13
  854.28,   351.55,   341.12
  599.25,   100.50,   225.53
  598.37,    99.57,   350.52
  597.59,    98.19,   475.48
  596.91,   225.62,   226.79
  595.97,   224.35,   351.56
  595.01,   223.05,   476.92
  594.33,   350.39,   227.86
  593.20,   349.37,   352.88
  592.21,   348.03,   477.80
  724.19,   103.31,   226.69
  723.44,   101.77,   351.71
  722.43,   100.77,   476.47
  721.66,   228.32,   227.66
  720.73,   226.80,   352.75
  720.07,   225.91,   477.89
  719.35,   353.17,   228.91
  718.19,   351.96,   354.05
  717.49,   350.54,   478.95
  849.33,   105.76,   227.48
  848.40,   104.31,   352.56
  847.57,   103.51,   477.61
  846.56,   230.55,   228.80
  845.96,   229.55,   353.69
  844.89,   228.46,   478.69
  844.27,   355.71,   229.88
  843.41,   354.46,   354.86
  842.41,   353.19,   480.08
  598.44,    99.35,   349.74
  598.03,    98.10,   474.91
  597.68,    97.01,   599.72
  596.26,   224.24,   350.55
  595.91,   223.21,   475.68
  595.26,   222.12,   600.67
  593.91,   349.35,   351.78
  593.73,   348.22,   476.75
  593.45,   347.21,   602.01
  723.41,   101.63,   350.20
  722.91,   100.63,   474.95
  722.59,    99.40,   599.96
  721.28,   226.70,   351.29
  720.71,   225.30,   475.99
  720.38,   224.52,   600.99
  719.11,   351.61,   352.37
  718.75,   350.28,   477.39
  718.04,   349.41,   602.10
  848.24,   103.76,   350.51
  847.98,   102.75,   475.58
  847.82,   101.59,   600.45
  846.35,   228.58,   351.33
  845.66,   227.82,   476.71
  845.40,   226.56,   601.40
  843.95,   353.69,   352.77
  843.34,   352.75,   477.47
  843.21,   351.38,   602.58
  598.24,    99.48,   474.38
  594.67,    97.11,   599.53
  590.96,    94.66,   724.23
