27, 125 pa2-debug-e-our-output2.txt
  598.00,   481.57,   471.37
  598.99,   482.14,   596.40
  599.98,   482.79,   721.40
  594.44,   606.55,   470.81
  595.43,   607.13,   595.85
  596.45,   607.71,   720.82
  590.86,   731.46,   470.28
  591.84,   732.09,   595.29
  592.68,   732.71,   720.37
  348.20,   474.01,   600.46
  349.26,   472.20,   725.44
  350.34,   470.46,   850.33
  348.28,   598.98,   602.20
  349.33,   597.30,   727.18
  350.39,   595.60,   852.13
  348.34,   724.01,   603.98
  349.21,   722.27,   729.05
  350.22,   720.49,   853.92
  473.30,   473.97,   599.39
  474.29,   472.23,   724.38
  475.20,   470.38,   849.44
  473.32,   598.96,   601.13
  474.38,   597.20,   726.10
  475.35,   595.42,   851.14
  473.40,   723.87,   602.80
  474.62,   722.12,   727.77
  475.68,   720.36,   852.79
  598.22,   473.91,   598.39
  599.22,   472.22,   723.38
  600.22,   470.53,   848.29
  598.30,   598.94,   600.16
  599.33,   597.17,   725.13
  600.42,   595.43,   850.09
  598.33,   723.95,   601.93
  599.18,   722.22,   727.00
  600.18,   720.47,   851.86
  348.17,   599.48,    98.03
  346.92,   596.72,   223.01
  345.57,   593.99,   347.97
  351.61,   724.37,   100.92
  350.19,   721.65,   225.83
  348.84,   718.84,   350.77
  354.78,   849.26,   103.67
  353.56,   846.57,   228.58
  352.11,   843.80,   353.60
  473.33,   596.19,    99.40
  471.86,   593.32,   224.37
  470.51,   590.61,   349.31
  476.52,   721.08,   102.10
  475.21,   718.29,   227.14
  473.87,   715.53,   352.06
  479.95,   846.07,   104.92
  478.48,   843.23,   230.00
  477.20,   840.57,   354.70
  598.12,   592.71,   100.62
  596.82,   590.03,   225.57
  595.50,   587.31,   350.56
  601.49,   717.72,   103.47
  600.10,   714.95,   228.40
  598.73,   712.18,   353.33
  604.70,   842.65,   106.22
  603.42,   840.02,   231.17
  602.04,   837.17,   356.10
  351.69,   601.98,   224.96
  352.62,   598.56,   349.90
  353.58,   595.09,   474.86
  350.67,   726.93,   228.44
  351.58,   723.43,   353.38
  352.56,   720.06,   478.39
  349.71,   851.87,   231.85
  350.55,   848.41,   356.88
  351.52,   844.87,   481.79
  476.68,   602.94,   224.13
  477.62,   599.54,   349.06
  478.54,   596.10,   473.98
  475.73,   727.96,   227.58
  476.67,   724.49,   352.48
  477.49,   721.04,   477.47
  474.66,   852.80,   231.13
  475.69,   849.53,   355.78
  476.52,   846.01,   481.15
  601.68,   603.99,   223.15
  602.65,   600.60,   348.14
  603.56,   597.15,   473.08
  600.66,   729.02,   226.66
  601.55,   725.51,   351.57
  602.55,   722.06,   476.58
  599.68,   853.83,   230.10
  600.59,   850.42,   355.05
  601.50,   846.99,   480.03
  350.21,   598.75,   350.19
  347.83,   601.59,   475.15
  345.36,   604.40,   600.13
  350.91,   723.62,   347.36
  348.54,   726.56,   472.36
  346.10,   729.41,   597.32
  351.61,   848.65,   344.54
  349.24,   851.39,   469.45
  346.84,   854.37,   594.39
  475.17,   598.01,   352.67
  472.76,   600.88,   477.58
  470.38,   603.74,   602.50
  475.96,   722.98,   349.78
  473.45,   725.85,   474.77
  471.13,   728.63,   599.58
  476.72,   848.05,   346.77
  474.24,   850.84,   472.14
  471.89,   853.70,   596.76
  600.19,   597.37,   355.06
  597.77,   600.22,   480.00
  595.33,   603.07,   604.98
  600.84,   722.30,   352.19
  598.50,   725.16,   477.19
  596.04,   728.06,   602.15
  601.60,   847.25,   349.36
  599.19,   850.10,   474.35
  596.76,   852.98,   599.21
  350.84,   601.64,   474.52
  352.90,   601.12,   599.54
  355.04,   600.72,   724.52
  354.46,   726.59,   475.00
  356.57,   726.10,   599.96
  358.54,   725.65,   725.01
  358.07,   851.40,   475.37
  360.19,   851.06,   600.30
  362.13,   850.54,   725.53
  475.74,   597.98,   472.41
  477.88,   597.51,   597.37
  480.03,   597.02,   722.33
  479.34,   722.92,   472.85
  481.54,   722.38,   597.71
  483.85,   721.91,   722.66
  483.03,   847.89,   473.46
  485.19,   847.41,   598.12
  487.59,   846.95,   722.91
  600.70,   594.36,   470.28
  602.78,   593.88,   595.30
  604.90,   593.40,   720.27
  604.33,   719.27,   470.73
  606.41,   718.85,   595.72
  608.33,   718.41,   720.79
  607.92,   844.19,   471.11
  610.03,   843.76,   596.04
  611.90,   843.27,   721.37
  348.15,   599.10,   600.73
  351.87,   596.80,   725.65
  355.60,   594.48,   850.55
  345.31,   724.09,   603.23
  348.85,   721.73,   728.21
  352.56,   719.33,   853.04
  342.43,   849.04,   605.61
  345.93,   846.59,   730.78
  349.79,   844.39,   855.30
  473.11,   602.02,   597.04
  476.84,   599.65,   721.95
  480.50,   597.26,   846.94
  470.28,   726.90,   599.42
  474.18,   724.54,   724.32
  477.92,   722.15,   849.31
  467.47,   851.95,   601.86
  471.42,   849.58,   726.66
  474.92,   847.10,   852.02
  597.99,   604.96,   593.46
  601.70,   602.58,   718.36
  605.48,   600.21,   843.28
  595.14,   729.92,   595.91
  598.66,   727.59,   720.93
  602.30,   725.22,   845.79
  592.28,   854.82,   598.28
  595.90,   852.40,   723.41
  599.73,   850.12,   848.02
  475.00,   101.59,    99.15
  477.94,   100.15,   224.19
  481.03,    98.69,   349.14
  471.62,   226.66,   100.84
  474.77,   225.16,   225.78
  477.83,   223.58,   350.71
  468.54,   351.58,   102.44
  471.52,   350.02,   227.38
  474.59,   348.56,   352.27
  599.77,   104.93,    96.30
  602.90,   103.37,   221.20
  605.88,   101.87,   346.18
  596.66,   229.81,    97.80
  599.64,   228.38,   222.79
  602.69,   226.81,   347.74
  593.39,   354.74,    99.38
  596.48,   353.27,   224.36
  599.48,   351.76,   349.32
  724.77,   107.95,    93.13
  727.96,   106.74,   218.09
  730.67,   105.05,   343.18
  721.53,   233.23,    94.91
  724.53,   231.63,   219.77
  727.65,   230.12,   344.73
  718.35,   357.91,    96.35
  721.41,   356.49,   221.32
  724.49,   355.03,   346.30
  474.51,   101.85,   226.19
  477.04,    98.23,   351.11
  479.48,    94.52,   476.04
  470.95,   226.79,   229.95
  473.45,   223.06,   354.84
  475.85,   219.37,   479.83
  467.32,   351.60,   233.71
  469.84,   347.99,   358.57
  472.31,   344.33,   483.55
  599.47,   105.49,   223.83
  601.88,   101.82,   348.76
  604.52,    98.20,   473.61
  595.83,   230.44,   227.57
  598.31,   226.71,   352.49
  600.83,   223.10,   477.40
  592.27,   355.27,   231.32
  594.73,   351.60,   356.24
  597.30,   348.02,   481.17
  724.50,   109.27,   221.34
  726.70,   105.42,   346.40
  729.55,   101.94,   471.23
  720.71,   234.09,   225.19
  723.28,   230.42,   350.11
  725.75,   226.74,   474.97
  717.23,   358.92,   228.90
  719.73,   355.27,   353.86
  722.08,   351.60,   478.80
  474.34,    98.50,   349.32
  470.97,   101.36,   474.29
  467.78,   104.28,   599.21
  471.76,   223.38,   346.33
  468.37,   226.30,   471.31
  465.15,   229.18,   596.20
  469.15,   348.33,   343.33
  465.84,   351.30,   468.30
  462.58,   354.12,   593.19
  599.20,   101.10,   352.59
  595.98,   104.03,   477.46
  592.63,   106.95,   602.39
  596.63,   226.03,   349.59
  593.36,   229.02,   474.50
  590.06,   231.89,   599.42
  594.04,   350.96,   346.61
  590.84,   353.99,   471.54
  587.44,   356.81,   596.45
  724.04,   103.70,   355.83
  721.02,   106.74,   480.65
  717.44,   109.47,   605.68
  721.58,   228.74,   352.82
  718.29,   231.66,   477.69
  714.98,   234.54,   602.69
  719.05,   353.63,   349.85
  715.62,   356.56,   474.79
  712.44,   359.52,   599.67
  476.71,   100.83,   474.62
  474.40,    99.19,   599.59
  471.75,    97.57,   724.52
  473.97,   225.79,   476.22
  471.64,   224.12,   601.14
  469.09,   222.50,   726.14
  471.30,   350.81,   477.78
  468.92,   349.08,   602.70
  466.50,   347.54,   727.70
  601.74,   103.53,   477.00
  599.24,   101.90,   601.98
  597.05,   100.27,   726.95
  598.98,   228.54,   478.61
  596.56,   226.85,   603.57
  594.19,   225.25,   728.55
  596.30,   353.52,   480.22
  593.79,   351.80,   605.18
  591.50,   350.16,   730.12
  726.80,   106.28,   479.40
  724.09,   104.48,   604.49
  721.90,   103.01,   729.35
  723.92,   231.20,   481.02
  721.51,   229.51,   606.05
  719.08,   227.96,   731.02
  721.11,   356.13,   482.68
  718.83,   354.55,   607.60
  716.34,   352.81,   732.54
  474.55,    98.22,   599.86
  476.97,   101.63,   724.75
  479.61,   105.18,   849.67
  476.34,   223.13,   596.36
  478.87,   226.60,   721.30
  481.48,   230.03,   846.19
  478.15,   348.07,   592.86
  480.82,   351.60,   717.80
  483.41,   354.99,   842.77
  599.40,    96.37,   597.21
  602.26,    99.79,   722.15
  605.06,   103.14,   847.06
  601.28,   221.29,   593.75
  603.96,   224.76,   718.68
  606.58,   228.19,   843.62
  603.05,   346.22,   590.30
  605.75,   349.63,   715.20
  608.52,   353.04,   840.15
  724.25,    94.49,   594.75
  727.10,    97.91,   719.48
  729.62,   101.25,   844.55
  726.23,   219.34,   591.18
  728.85,   222.86,   716.14
  731.36,   226.35,   840.92
  728.08,   344.38,   587.70
  730.71,   347.76,   712.56
  733.45,   351.11,   837.65
  475.72,   226.28,    99.54
  473.59,   228.00,   224.50
  471.39,   229.66,   349.43
  478.73,   351.17,    97.90
  476.44,   352.87,   222.85
  474.25,   354.62,   347.76
  481.76,   476.17,    96.22
  479.33,   477.85,   221.23
  477.07,   479.51,   346.16
  600.78,   223.36,   101.77
  598.48,   225.10,   226.77
  596.27,   226.77,   351.74
  603.60,   348.25,   100.09
  601.42,   350.01,   225.09
  599.17,   351.71,   350.08
  606.35,   473.31,    98.45
  604.33,   475.12,   223.38
  602.08,   476.73,   348.38
  725.64,   220.66,   104.10
  723.40,   222.25,   229.04
  721.24,   223.96,   353.99
  728.55,   345.32,   102.35
  726.40,   347.11,   227.32
  724.19,   348.87,   352.33
  731.59,   470.56,   100.77
  729.13,   472.15,   225.77
  727.03,   473.91,   350.64
  473.22,   225.74,   223.09
  472.99,   223.17,   348.03
  472.65,   220.66,   473.08
  471.75,   350.62,   225.61
  471.54,   348.16,   350.51
  471.27,   345.70,   475.53
  470.30,   475.59,   228.14
  470.04,   473.06,   353.07
  469.85,   470.60,   478.06
  598.16,   227.14,   223.37
  597.91,   224.57,   348.33
  597.70,   222.14,   473.30
  596.78,   352.04,   225.86
  596.50,   349.54,   350.85
  596.34,   347.14,   475.82
  595.37,   477.15,   228.31
  595.07,   474.55,   353.31
  594.83,   472.04,   478.29
  723.12,   228.56,   223.64
  722.94,   226.05,   348.61
  722.69,   223.54,   473.52
  721.79,   353.44,   226.09
  721.56,   350.97,   351.11
  721.18,   348.49,   476.11
  720.22,   478.52,   228.68
  720.09,   476.04,   353.57
  719.75,   473.40,   478.52
  473.65,   226.80,   351.89
  476.06,   226.32,   476.94
  478.64,   225.80,   601.86
  471.42,   351.79,   352.40
  473.91,   351.35,   477.43
  476.44,   350.78,   602.37
  469.14,   476.70,   353.00
  471.70,   476.26,   477.97
  474.24,   475.81,   602.90
  598.54,   229.00,   349.44
  601.08,   228.59,   474.39
  603.57,   228.06,   599.36
  596.34,   353.96,   349.97
  598.93,   353.59,   474.94
  601.33,   353.03,   599.91
  594.14,   478.99,   350.46
  596.64,   478.50,   475.43
  599.12,   478.00,   600.44
  723.54,   231.25,   346.94
  726.03,   230.78,   471.85
  728.53,   230.25,   596.90
  721.37,   356.20,   347.46
  723.73,   355.72,   472.46
  726.37,   355.30,   597.39
  719.12,   481.28,   347.95
  721.53,   480.66,   472.90
  724.23,   480.24,   597.91
  473.04,   226.16,   473.25
  473.24,   228.03,   598.19
  473.25,   229.98,   723.21
  476.44,   351.16,   471.31
  476.60,   352.98,   596.26
  476.74,   354.98,   721.27
  479.78,   476.02,   469.42
  479.95,   477.96,   594.36
  480.06,   479.88,   719.35
  598.04,   222.85,   473.13
  598.17,   224.72,   598.11
  598.34,   226.67,   723.10
  601.46,   347.83,   471.24
  601.48,   349.66,   596.22
  601.69,   351.55,   721.18
  604.73,   472.69,   469.29
  604.84,   474.58,   594.32
  604.93,   476.54,   719.31
  723.00,   219.47,   472.98
  723.13,   221.32,   598.06
  723.23,   223.33,   723.07
  726.28,   344.40,   471.19
  726.52,   346.35,   596.13
  726.61,   348.19,   721.06
  729.61,   469.28,   469.19
  729.95,   471.25,   594.19
  729.92,   473.23,   719.24
  476.23,   225.93,   599.21
  477.36,   227.36,   724.23
  478.59,   228.76,   849.16
  475.00,   350.92,   597.80
  476.26,   352.40,   722.82
  477.46,   353.76,   847.81
  473.76,   475.94,   596.44
  474.98,   477.34,   721.43
  476.12,   478.65,   846.50
  601.19,   227.20,   597.94
  602.48,   228.63,   722.94
  603.71,   230.01,   847.94
  599.92,   352.17,   596.58
  601.24,   353.55,   721.54
  602.60,   354.92,   846.52
  598.68,   477.14,   595.20
  599.91,   478.58,   720.20
  601.14,   480.05,   845.11
  726.18,   228.38,   596.71
  727.41,   229.84,   721.71
  728.56,   231.26,   846.57
  724.99,   353.44,   595.30
  726.19,   354.77,   720.24
  727.55,   356.12,   845.40
  723.81,   478.39,   593.90
  724.90,   479.85,   718.95
  726.03,   481.23,   843.80
  473.13,   348.93,   101.81
  473.05,   349.57,   226.80
  473.06,   350.29,   351.74
  470.02,   473.90,   101.12
  469.80,   474.53,   226.14
  469.76,   475.17,   351.11
  466.71,   598.87,   100.43
  466.60,   599.45,   225.45
  466.59,   600.19,   350.41
  598.03,   352.09,   101.74
  598.04,   352.79,   226.78
  598.00,   353.47,   351.79
  594.70,   477.15,   101.06
  594.83,   477.90,   226.04
  594.77,   478.48,   351.07
  591.54,   601.97,   100.38
  591.56,   602.71,   225.37
  591.58,   603.45,   350.39
  722.99,   355.23,   101.73
  723.03,   356.01,   226.74
  723.02,   356.73,   351.78
  719.79,   480.47,   101.15
  719.65,   481.06,   226.15
  719.75,   481.77,   351.06
  716.55,   605.18,   100.36
  716.57,   605.90,   225.38
  716.52,   606.62,   350.42
  476.84,   350.26,   223.86
  478.07,   348.50,   348.78
  479.26,   346.78,   473.80
  479.77,   475.22,   225.65
  480.94,   473.39,   350.60
  482.19,   471.65,   475.58
  482.73,   600.14,   227.40
  483.93,   598.40,   352.35
  485.12,   596.63,   477.31
  601.85,   347.33,   222.61
  603.00,   345.53,   347.60
  604.28,   343.87,   472.58
  604.80,   472.44,   224.31
  605.95,   470.54,   349.33
  607.14,   468.74,   474.29
  607.69,   597.25,   226.07
  608.93,   595.51,   351.08
  610.12,   593.73,   476.06
  726.82,   344.38,   221.33
  728.05,   342.64,   346.36
  729.10,   340.87,   471.38
  729.60,   469.42,   223.21
  730.93,   467.68,   348.08
  732.01,   465.76,   473.04
  732.71,   594.29,   224.88
  733.86,   592.52,   349.90
  735.05,   590.77,   474.86
  473.37,   348.10,   350.34
  474.55,   351.22,   475.35
  475.79,   354.22,   600.26
  473.89,   472.99,   347.32
  475.15,   476.11,   472.28
  476.39,   479.22,   597.19
  474.54,   598.00,   344.23
  475.74,   601.10,   469.16
  476.97,   604.18,   594.09
  598.33,   347.42,   349.21
  599.61,   350.61,   474.17
  600.71,   353.62,   599.11
  598.94,   472.43,   346.10
  600.13,   475.50,   471.04
  601.32,   478.56,   596.04
  599.57,   597.41,   343.01
  600.76,   600.49,   467.97
  601.93,   603.57,   592.96
  723.40,   346.81,   348.02
  724.46,   349.91,   473.00
  725.79,   353.04,   597.91
  723.95,   471.87,   344.90
  725.05,   474.82,   469.82
  726.46,   477.96,   594.81
  724.54,   596.73,   341.86
  725.75,   599.84,   466.81
  726.91,   602.95,   591.74
  474.91,   350.42,   475.73
  474.69,   347.00,   600.65
  474.45,   343.78,   725.64
  472.69,   475.28,   479.07
  472.49,   471.98,   603.98
  472.20,   468.67,   728.96
  470.47,   600.24,   482.35
  470.26,   596.92,   607.29
  470.04,   593.58,   732.23
  599.96,   352.64,   476.05
  599.60,   349.23,   600.99
  599.45,   345.91,   725.93
  597.66,   477.50,   479.33
  597.39,   474.16,   604.32
  597.13,   470.89,   729.28
  595.48,   602.48,   482.67
  595.21,   599.14,   607.65
  594.97,   595.80,   732.59
  724.79,   354.76,   476.37
  724.67,   351.49,   601.28
  724.37,   348.09,   726.19
  722.57,   479.66,   479.60
  722.53,   476.40,   604.59
  722.06,   473.13,   729.61
  720.45,   604.66,   483.00
  720.16,   601.35,   607.92
  720.05,   597.93,   732.83
  476.35,   348.67,   598.28
  472.98,   350.62,   723.24
  469.54,   352.43,   848.20
  477.09,   473.71,   596.46
  473.69,   475.56,   721.41
  470.18,   477.31,   846.44
  477.82,   598.69,   594.62
  474.47,   600.52,   719.54
  471.07,   602.34,   844.54
  601.23,   348.01,   601.69
  597.95,   349.85,   726.61
  594.68,   351.66,   851.53
  601.97,   472.98,   599.88
  598.58,   474.88,   724.82
  595.19,   476.80,   849.68
  602.74,   598.01,   598.07
  599.37,   599.85,   722.98
  596.09,   601.70,   847.92
  726.27,   347.38,   605.06
  722.83,   349.13,   729.97
  719.60,   350.97,   855.11
  727.09,   472.33,   603.22
  723.49,   474.23,   728.23
  720.04,   476.10,   853.01
  727.67,   597.33,   601.40
  724.43,   599.08,   726.28
  721.11,   600.92,   851.37
  476.88,   475.73,    99.07
  474.09,   479.14,   224.03
  471.48,   482.57,   348.92
  475.34,   600.70,    95.57
  472.65,   604.05,   220.51
  470.09,   607.58,   345.40
  473.77,   725.52,    91.96
  471.24,   729.08,   216.98
  468.69,   732.52,   341.85
  601.52,   477.26,   101.55
  599.11,   480.80,   226.46
  596.50,   484.18,   351.42
  600.16,   602.06,    98.07
  597.61,   605.59,   222.97
  595.08,   609.13,   347.92
  598.74,   727.13,    94.61
  596.16,   730.63,   219.51
  593.53,   734.05,   344.37
  726.66,   478.89,   104.18
  723.94,   482.25,   229.12
  721.47,   485.76,   353.95
  725.21,   603.61,   100.56
  722.65,   607.08,   225.53
  720.02,   610.59,   350.50
  723.71,   728.71,    97.11
  721.09,   732.16,   222.07
  718.55,   735.61,   346.92
  476.64,   476.04,   225.74
  480.33,   477.17,   350.64
  484.11,   478.40,   475.58
  477.24,   600.99,   224.53
  480.96,   602.22,   349.45
  484.67,   603.41,   474.35
  477.85,   726.06,   223.32
  481.58,   727.22,   348.21
  485.20,   728.40,   473.19
  601.65,   475.57,   221.91
  605.33,   476.65,   346.89
  609.03,   477.80,   471.82
  602.17,   600.41,   220.73
  605.93,   601.65,   345.70
  609.64,   602.83,   470.64
  602.74,   725.47,   219.59
  606.41,   726.61,   344.48
  610.20,   727.79,   469.48
  726.43,   474.87,   218.33
  730.29,   476.10,   343.18
  733.90,   477.14,   468.09
  727.19,   599.77,   217.04
  730.85,   600.97,   342.03
  734.57,   602.19,   466.96
  727.69,   724.87,   215.90
  731.44,   726.02,   340.75
  735.11,   727.18,   465.77
  474.81,   472.97,   351.24
  478.52,   475.24,   476.17
  482.21,   477.49,   601.06
  475.00,   598.01,   349.01
  478.65,   600.24,   473.91
  482.33,   602.46,   598.81
  475.20,   722.99,   346.75
  478.74,   725.23,   471.72
  482.48,   727.36,   596.52
  599.81,   472.85,   347.56
  603.44,   475.05,   472.46
  607.08,   477.25,   597.44
  599.99,   597.85,   345.33
  603.62,   600.07,   470.25
  607.25,   602.28,   595.23
  600.03,   722.78,   343.08
  603.76,   725.01,   468.07
  607.38,   727.29,   593.02
  724.77,   472.70,   343.90
  728.32,   474.80,   468.80
  732.19,   477.07,   593.74
  724.90,   597.58,   341.73
  728.55,   599.84,   466.63
  732.17,   602.08,   591.53
  725.05,   722.59,   339.43
  728.66,   724.81,   464.43
  732.39,   727.00,   589.23
  475.26,   474.17,   476.50
  472.95,   476.35,   601.42
  470.56,   478.51,   726.39
  475.78,   599.17,   474.32
  473.46,   601.33,   599.26
  471.14,   603.47,   724.20
  476.27,   724.16,   472.22
  473.99,   726.23,   597.03
  471.85,   728.40,   721.96
  600.22,   473.70,   478.82
  597.85,   475.84,   603.81
  595.49,   478.06,   728.78
  600.79,   598.71,   476.68
  598.41,   600.86,   601.68
  596.07,   603.00,   726.62
  601.32,   723.66,   474.56
  598.92,   725.86,   599.54
  596.39,   728.04,   724.58
  725.13,   473.16,   481.14
  722.98,   475.39,   606.14
  720.40,   477.60,   731.17
  725.75,   598.21,   479.07
  723.36,   600.38,   604.01
  721.14,   602.44,   728.90
  726.23,   723.18,   476.94
  723.96,   725.31,   601.78
  721.56,   727.53,   726.84
  475.52,   474.67,   600.30
  474.55,   473.06,   725.30
  473.50,   471.33,   850.37
  472.73,   599.63,   601.89
  471.83,   598.00,   726.86
  470.84,   596.35,   851.91
  469.98,   724.51,   603.40
  469.24,   722.89,   728.38
  468.36,   721.27,   853.39
  600.41,   477.40,   601.30
  599.45,   475.84,   726.30
  598.50,   474.28,   851.20
  597.67,   602.40,   602.91
  596.75,   600.77,   727.88
  595.87,   599.16,   852.85
  594.88,   727.38,   604.52
  593.79,   725.78,   729.60
  592.84,   724.18,   854.43
  725.53,   480.19,   602.24
  724.39,   478.63,   727.30
  723.39,   477.03,   852.12
  722.60,   605.16,   603.86
  721.82,   603.45,   728.78
  720.91,   601.83,   853.91
  719.92,   730.09,   605.38
  718.89,   728.54,   730.49
  717.91,   726.93,   855.32
  477.03,   600.05,   101.96
  479.89,   596.58,   226.90
  482.85,   593.25,   351.79
  479.28,   724.99,   105.20
  482.28,   721.56,   230.19
  485.25,   718.18,   355.07
  481.75,   849.94,   108.60
  484.58,   846.48,   233.57
  487.62,   843.22,   358.24
  601.83,   597.64,    98.89
  604.83,   594.34,   223.79
  607.84,   591.03,   348.74
  604.24,   722.69,   102.27
  607.16,   719.30,   227.15
  610.09,   715.90,   352.05
  606.51,   847.53,   105.53
  609.53,   844.30,   230.44
  612.45,   840.87,   355.36
  726.86,   595.43,    95.90
  729.83,   592.04,   220.82
  732.74,   588.68,   345.78
  729.20,   720.42,    99.19
  732.17,   717.04,   224.15
  735.11,   713.63,   349.03
  731.55,   845.36,   102.57
  734.39,   841.95,   227.57
  737.54,   838.74,   352.20
  475.02,   600.15,   226.28
  477.27,   602.55,   351.21
  479.48,   604.90,   476.14
  476.63,   725.19,   223.89
  478.88,   727.51,   348.79
  481.00,   729.86,   473.81
  478.13,   850.08,   221.65
  480.46,   852.56,   346.25
  482.63,   854.86,   471.65
  600.00,   598.58,   223.99
  602.27,   600.97,   348.98
  604.49,   603.32,   473.94
  601.55,   723.59,   221.67
  603.73,   725.91,   346.58
  606.03,   728.25,   471.61
  603.12,   848.56,   219.27
  605.34,   850.82,   344.25
  607.54,   853.18,   469.23
  725.02,   596.93,   221.83
  727.21,   599.30,   346.83
  729.43,   601.68,   471.77
  726.55,   722.00,   219.49
  728.78,   724.32,   344.39
  730.97,   726.65,   469.42
  728.03,   846.84,   217.23
  730.48,   849.35,   341.89
  732.43,   851.60,   467.22
  474.93,   601.52,   350.36
  473.83,   598.91,   475.31
  472.77,   596.31,   600.25
  472.40,   726.47,   352.91
  471.21,   723.86,   477.92
  470.22,   721.18,   602.76
  469.85,   851.50,   355.33
  468.68,   848.82,   480.73
  467.66,   846.22,   605.30
  599.93,   604.10,   351.47
  598.84,   601.49,   476.44
  597.71,   598.87,   601.44
  597.27,   729.02,   354.03
  596.25,   726.41,   479.06
  595.13,   723.84,   604.04
  594.74,   853.88,   356.64
  593.63,   851.33,   481.66
  592.53,   848.75,   606.53
  724.87,   606.58,   352.66
  723.79,   604.02,   477.62
  722.66,   601.43,   602.55
  722.30,   731.60,   355.16
  721.17,   728.96,   480.22
  720.16,   726.34,   605.07
  719.84,   856.50,   357.71
  718.48,   853.86,   482.95
  717.66,   851.35,   607.58
  476.94,   601.89,   474.73
  478.96,   598.15,   599.64
  480.97,   594.39,   724.55
  479.62,   726.80,   478.47
  481.70,   722.98,   603.27
  483.88,   719.23,   728.18
  482.39,   851.75,   482.41
  484.44,   848.00,   606.93
  486.70,   844.26,   731.77
  601.92,   599.26,   472.66
  603.88,   595.50,   597.63
  605.87,   591.75,   722.54
  604.65,   724.14,   476.41
  606.58,   720.45,   601.35
  608.39,   716.72,   726.36
  607.31,   849.02,   480.08
  609.28,   845.32,   604.96
  611.00,   841.57,   730.27
  726.86,   596.57,   470.62
  728.82,   592.85,   595.52
  730.92,   589.02,   720.39
  729.55,   721.48,   474.34
  731.60,   717.70,   599.13
  733.69,   713.96,   724.07
  732.19,   846.40,   478.20
  734.48,   842.72,   602.79
  736.29,   838.92,   727.84
  475.43,   601.84,   598.61
  478.39,   599.46,   723.53
  481.27,   597.07,   848.54
  477.98,   726.71,   600.83
  481.10,   724.35,   725.76
  484.06,   721.98,   850.76
  480.53,   851.77,   603.13
  483.73,   849.40,   727.93
  486.46,   846.94,   853.29
  600.35,   599.39,   595.70
  603.28,   597.01,   720.62
  606.28,   594.64,   845.56
  602.86,   724.36,   598.02
  605.60,   722.02,   723.06
  608.47,   719.65,   847.92
  605.36,   849.27,   600.23
  608.09,   846.87,   725.50
  611.10,   844.65,   849.99
  725.27,   596.92,   592.70
  728.29,   594.47,   717.57
  731.30,   592.08,   842.65
  727.85,   721.82,   594.92
  730.85,   719.47,   719.88
  733.76,   717.10,   844.86
  730.49,   846.85,   597.20
  733.33,   844.43,   722.21
  736.25,   842.03,   847.30
  601.85,   101.84,    98.54
  602.08,   100.22,   223.46
  602.18,    98.72,   348.46
  604.75,   226.73,    99.97
  604.80,   225.25,   225.00
  604.95,   223.65,   349.99
  607.44,   351.66,   101.50
  607.63,   350.14,   226.54
  607.74,   348.59,   351.53
  726.86,    99.02,    98.26
  727.13,    97.51,   223.24
  727.01,    95.83,   348.35
  729.63,   224.16,    99.90
  729.75,   222.49,   224.82
  729.95,   220.94,   349.80
  732.44,   348.82,   101.33
  732.62,   347.34,   226.33
  732.79,   345.86,   351.36
  851.81,    96.22,    98.11
  852.02,    94.81,   223.08
  852.05,    92.95,   348.14
  854.75,   221.27,    99.65
  854.77,   219.64,   224.66
  854.90,   218.12,   349.62
  857.23,   346.13,   101.15
  857.52,   344.67,   226.16
  857.64,   343.04,   351.11
  598.54,   100.94,   223.30
  599.74,   101.30,   348.29
  601.10,   101.68,   473.24
  598.72,   226.02,   222.95
  599.98,   226.30,   347.94
  601.27,   226.71,   472.91
  599.00,   350.95,   222.60
  600.21,   351.29,   347.60
  601.55,   351.73,   472.60
  723.63,   100.80,   221.98
  724.61,   101.00,   347.08
  726.25,   101.54,   471.96
  723.68,   225.80,   221.69
  725.00,   226.12,   346.68
  726.26,   226.46,   471.61
  723.99,   350.70,   221.31
  725.29,   351.08,   346.34
  726.40,   351.43,   471.36
  848.56,   100.60,   220.75
  849.71,   100.71,   345.75
  851.12,   101.43,   470.72
  848.71,   225.51,   220.43
  849.99,   225.89,   345.41
  851.25,   226.21,   470.41
  848.97,   350.52,   220.10
  850.21,   350.85,   345.02
  851.47,   351.23,   470.17
  598.95,    99.18,   350.24
  596.56,    99.94,   475.16
  593.98,   100.68,   600.15
  596.10,   224.11,   349.43
  593.66,   224.93,   474.38
  591.17,   225.63,   599.35
  593.27,   349.06,   348.63
  590.87,   349.93,   473.59
  588.28,   350.59,   598.56
  723.78,   101.95,   352.74
  721.63,   102.87,   477.61
  718.80,   103.45,   602.69
  721.08,   227.02,   351.89
  718.60,   227.77,   476.80
  716.10,   228.48,   601.86
  718.28,   351.95,   351.09
  715.67,   352.71,   476.08
  713.29,   353.51,   601.01
  848.84,   104.81,   355.10
  846.49,   105.79,   480.03
  843.88,   106.09,   605.07
  846.03,   229.90,   354.33
  843.57,   230.64,   479.30
  841.12,   231.34,   604.27
  843.19,   354.84,   353.51
  840.69,   355.62,   478.64
  838.20,   356.35,   603.44
  602.05,    99.96,   476.31
  602.85,   100.09,   601.33
  604.00,   100.24,   726.33
  604.09,   224.96,   476.18
